,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
390,BEL,SELFEMP,WOMEN,PC_EMP,A,2016,10.63742
391,BEL,SELFEMP,WOMEN,PC_EMP,A,2017,10.67423
392,CAN,SELFEMP,MEN,PC_EMP,A,1956,25.246129999999997
393,CAN,SELFEMP,MEN,PC_EMP,A,1957,24.509120000000003
394,CAN,SELFEMP,MEN,PC_EMP,A,1958,23.48112
395,CAN,SELFEMP,MEN,PC_EMP,A,1959,22.48453
396,CAN,SELFEMP,MEN,PC_EMP,A,1960,22.206960000000002
397,CAN,SELFEMP,MEN,PC_EMP,A,1961,22.25519
398,CAN,SELFEMP,MEN,PC_EMP,A,1962,21.41266
399,CAN,SELFEMP,MEN,PC_EMP,A,1963,20.62623
400,CAN,SELFEMP,MEN,PC_EMP,A,1964,20.072370000000003
401,CAN,SELFEMP,MEN,PC_EMP,A,1965,18.44279
402,CAN,SELFEMP,MEN,PC_EMP,A,1966,17.105529999999998
403,CAN,SELFEMP,MEN,PC_EMP,A,1967,17.062079999999998
404,CAN,SELFEMP,MEN,PC_EMP,A,1968,16.5362
405,CAN,SELFEMP,MEN,PC_EMP,A,1969,16.21415
406,CAN,SELFEMP,MEN,PC_EMP,A,1970,15.741439999999999
407,CAN,SELFEMP,MEN,PC_EMP,A,1971,15.612689999999999
408,CAN,SELFEMP,MEN,PC_EMP,A,1972,14.68864
409,CAN,SELFEMP,MEN,PC_EMP,A,1973,14.00141
410,CAN,SELFEMP,MEN,PC_EMP,A,1974,13.74787
411,CAN,SELFEMP,MEN,PC_EMP,A,1975,13.925120000000001
412,CAN,SELFEMP,MEN,PC_EMP,A,1976,10.66521
413,CAN,SELFEMP,MEN,PC_EMP,A,1977,10.355780000000001
414,CAN,SELFEMP,MEN,PC_EMP,A,1978,10.41315
415,CAN,SELFEMP,MEN,PC_EMP,A,1979,10.33442
416,CAN,SELFEMP,MEN,PC_EMP,A,1980,9.915699
417,CAN,SELFEMP,MEN,PC_EMP,A,1981,9.990478999999999
418,CAN,SELFEMP,MEN,PC_EMP,A,1982,10.76709
419,CAN,SELFEMP,MEN,PC_EMP,A,1983,11.16055
420,CAN,SELFEMP,MEN,PC_EMP,A,1984,11.138160000000001
421,CAN,SELFEMP,MEN,PC_EMP,A,1985,11.839260000000001
422,CAN,SELFEMP,MEN,PC_EMP,A,1986,11.13395
423,CAN,SELFEMP,MEN,PC_EMP,A,1987,10.84795
424,CAN,SELFEMP,MEN,PC_EMP,A,1988,10.72692
425,CAN,SELFEMP,MEN,PC_EMP,A,1989,10.63497
426,CAN,SELFEMP,MEN,PC_EMP,A,1990,10.81452
427,CAN,SELFEMP,MEN,PC_EMP,A,1991,11.430769999999999
428,CAN,SELFEMP,MEN,PC_EMP,A,1992,11.62371
429,CAN,SELFEMP,MEN,PC_EMP,A,1993,12.05459
430,CAN,SELFEMP,MEN,PC_EMP,A,1994,12.00662
431,CAN,SELFEMP,MEN,PC_EMP,A,1995,11.7921
432,CAN,SELFEMP,MEN,PC_EMP,A,1996,12.2501
433,CAN,SELFEMP,MEN,PC_EMP,A,1997,12.44184
434,CAN,SELFEMP,MEN,PC_EMP,A,1998,12.894039999999999
435,CAN,SELFEMP,MEN,PC_EMP,A,1999,12.50555
436,CAN,SELFEMP,MEN,PC_EMP,A,2000,11.77263
437,CAN,SELFEMP,MEN,PC_EMP,A,2001,11.19464
438,CAN,SELFEMP,MEN,PC_EMP,A,2002,10.88601
439,CAN,SELFEMP,MEN,PC_EMP,A,2003,11.04316
440,CAN,SELFEMP,MEN,PC_EMP,A,2004,10.80315
441,CAN,SELFEMP,MEN,PC_EMP,A,2005,10.572410000000001
442,CAN,SELFEMP,MEN,PC_EMP,A,2006,10.29313
443,CAN,SELFEMP,MEN,PC_EMP,A,2007,10.436589999999999
444,CAN,SELFEMP,MEN,PC_EMP,A,2008,10.3489
445,CAN,SELFEMP,MEN,PC_EMP,A,2009,10.59582
446,CAN,SELFEMP,MEN,PC_EMP,A,2010,10.3078
447,CAN,SELFEMP,MEN,PC_EMP,A,2011,9.982793
448,CAN,SELFEMP,MEN,PC_EMP,A,2012,9.73708
449,CAN,SELFEMP,MEN,PC_EMP,A,2013,9.483785000000001
450,CAN,SELFEMP,MEN,PC_EMP,A,2014,9.40392
451,CAN,SELFEMP,MEN,PC_EMP,A,2015,9.183119
452,CAN,SELFEMP,MEN,PC_EMP,A,2016,9.040655000000001
453,CAN,SELFEMP,MEN,PC_EMP,A,2017,8.699097
454,CAN,SELFEMP,TOT,PC_EMP,A,1955,22.96615
455,CAN,SELFEMP,TOT,PC_EMP,A,1956,21.43081
456,CAN,SELFEMP,TOT,PC_EMP,A,1957,20.78292
457,CAN,SELFEMP,TOT,PC_EMP,A,1958,20.10282
458,CAN,SELFEMP,TOT,PC_EMP,A,1959,19.33533
459,CAN,SELFEMP,TOT,PC_EMP,A,1960,18.825960000000002
460,CAN,SELFEMP,TOT,PC_EMP,A,1961,18.87748
461,CAN,SELFEMP,TOT,PC_EMP,A,1962,18.24924
462,CAN,SELFEMP,TOT,PC_EMP,A,1963,17.789170000000002
463,CAN,SELFEMP,TOT,PC_EMP,A,1964,17.28012
464,CAN,SELFEMP,TOT,PC_EMP,A,1965,16.04586
465,CAN,SELFEMP,TOT,PC_EMP,A,1966,14.553989999999999
466,CAN,SELFEMP,TOT,PC_EMP,A,1967,14.4145
467,CAN,SELFEMP,TOT,PC_EMP,A,1968,13.802029999999998
468,CAN,SELFEMP,TOT,PC_EMP,A,1969,13.522310000000001
469,CAN,SELFEMP,TOT,PC_EMP,A,1970,13.13256
470,CAN,SELFEMP,TOT,PC_EMP,A,1971,12.957360000000001
471,CAN,SELFEMP,TOT,PC_EMP,A,1972,12.22362
472,CAN,SELFEMP,TOT,PC_EMP,A,1973,11.414010000000001
473,CAN,SELFEMP,TOT,PC_EMP,A,1974,11.29842
474,CAN,SELFEMP,TOT,PC_EMP,A,1975,11.15868
475,CAN,SELFEMP,TOT,PC_EMP,A,1976,9.612729
476,CAN,SELFEMP,TOT,PC_EMP,A,1977,9.479538
477,CAN,SELFEMP,TOT,PC_EMP,A,1978,9.574099
478,CAN,SELFEMP,TOT,PC_EMP,A,1979,9.531733000000001
479,CAN,SELFEMP,TOT,PC_EMP,A,1980,9.136878
480,CAN,SELFEMP,TOT,PC_EMP,A,1981,9.042881
481,CAN,SELFEMP,TOT,PC_EMP,A,1982,9.623831
482,CAN,SELFEMP,TOT,PC_EMP,A,1983,9.934676
483,CAN,SELFEMP,TOT,PC_EMP,A,1984,10.00201
484,CAN,SELFEMP,TOT,PC_EMP,A,1985,10.658560000000001
485,CAN,SELFEMP,TOT,PC_EMP,A,1986,9.809253
486,CAN,SELFEMP,TOT,PC_EMP,A,1987,9.570232
487,CAN,SELFEMP,TOT,PC_EMP,A,1988,9.488903
488,CAN,SELFEMP,TOT,PC_EMP,A,1989,9.386619999999999
489,CAN,SELFEMP,TOT,PC_EMP,A,1990,9.473964
490,CAN,SELFEMP,TOT,PC_EMP,A,1991,9.816947
491,CAN,SELFEMP,TOT,PC_EMP,A,1992,10.129660000000001
492,CAN,SELFEMP,TOT,PC_EMP,A,1993,10.66151
493,CAN,SELFEMP,TOT,PC_EMP,A,1994,10.74376
494,CAN,SELFEMP,TOT,PC_EMP,A,1995,10.5766
495,CAN,SELFEMP,TOT,PC_EMP,A,1996,11.101980000000001
496,CAN,SELFEMP,TOT,PC_EMP,A,1997,11.39686
497,CAN,SELFEMP,TOT,PC_EMP,A,1998,11.76336
498,CAN,SELFEMP,TOT,PC_EMP,A,1999,11.304
499,CAN,SELFEMP,TOT,PC_EMP,A,2000,10.6117
500,CAN,SELFEMP,TOT,PC_EMP,A,2001,9.893989
501,CAN,SELFEMP,TOT,PC_EMP,A,2002,9.814061
502,CAN,SELFEMP,TOT,PC_EMP,A,2003,9.829612
503,CAN,SELFEMP,TOT,PC_EMP,A,2004,9.484119
504,CAN,SELFEMP,TOT,PC_EMP,A,2005,9.438388
505,CAN,SELFEMP,TOT,PC_EMP,A,2006,9.187006
506,CAN,SELFEMP,TOT,PC_EMP,A,2007,9.307494
507,CAN,SELFEMP,TOT,PC_EMP,A,2008,9.205648
508,CAN,SELFEMP,TOT,PC_EMP,A,2009,9.534533
509,CAN,SELFEMP,TOT,PC_EMP,A,2010,9.281282000000001
510,CAN,SELFEMP,TOT,PC_EMP,A,2011,9.031398
511,CAN,SELFEMP,TOT,PC_EMP,A,2012,8.88979
512,CAN,SELFEMP,TOT,PC_EMP,A,2013,8.830424
513,CAN,SELFEMP,TOT,PC_EMP,A,2014,8.756787
514,CAN,SELFEMP,TOT,PC_EMP,A,2015,8.624471
515,CAN,SELFEMP,TOT,PC_EMP,A,2016,8.579694
516,CAN,SELFEMP,TOT,PC_EMP,A,2017,8.344736
517,CAN,SELFEMP,WOMEN,PC_EMP,A,1956,8.636364
518,CAN,SELFEMP,WOMEN,PC_EMP,A,1957,8.844508
519,CAN,SELFEMP,WOMEN,PC_EMP,A,1958,9.500693
520,CAN,SELFEMP,WOMEN,PC_EMP,A,1959,9.090909
521,CAN,SELFEMP,WOMEN,PC_EMP,A,1960,9.142141
522,CAN,SELFEMP,WOMEN,PC_EMP,A,1961,9.617682
523,CAN,SELFEMP,WOMEN,PC_EMP,A,1962,9.671847999999999
524,CAN,SELFEMP,WOMEN,PC_EMP,A,1963,9.679203999999999
525,CAN,SELFEMP,WOMEN,PC_EMP,A,1964,9.994767
526,CAN,SELFEMP,WOMEN,PC_EMP,A,1965,9.950495
527,CAN,SELFEMP,WOMEN,PC_EMP,A,1966,8.292898
528,CAN,SELFEMP,WOMEN,PC_EMP,A,1967,8.524863999999999
529,CAN,SELFEMP,WOMEN,PC_EMP,A,1968,7.853403
530,CAN,SELFEMP,WOMEN,PC_EMP,A,1969,7.843137
531,CAN,SELFEMP,WOMEN,PC_EMP,A,1970,7.7443610000000005
532,CAN,SELFEMP,WOMEN,PC_EMP,A,1971,7.639639999999999
533,CAN,SELFEMP,WOMEN,PC_EMP,A,1972,7.2790289999999995
534,CAN,SELFEMP,WOMEN,PC_EMP,A,1973,6.487188
535,CAN,SELFEMP,WOMEN,PC_EMP,A,1974,6.420891
536,CAN,SELFEMP,WOMEN,PC_EMP,A,1975,6.063295
537,CAN,SELFEMP,WOMEN,PC_EMP,A,1976,7.829788000000001
538,CAN,SELFEMP,WOMEN,PC_EMP,A,1977,8.025671
539,CAN,SELFEMP,WOMEN,PC_EMP,A,1978,8.216704
540,CAN,SELFEMP,WOMEN,PC_EMP,A,1979,8.263501
541,CAN,SELFEMP,WOMEN,PC_EMP,A,1980,7.9482539999999995
542,CAN,SELFEMP,WOMEN,PC_EMP,A,1981,7.63944
543,CAN,SELFEMP,WOMEN,PC_EMP,A,1982,7.994771000000001
544,CAN,SELFEMP,WOMEN,PC_EMP,A,1983,8.226808
545,CAN,SELFEMP,WOMEN,PC_EMP,A,1984,8.436722
546,CAN,SELFEMP,WOMEN,PC_EMP,A,1985,9.061757
547,CAN,SELFEMP,WOMEN,PC_EMP,A,1986,8.03857
548,CAN,SELFEMP,WOMEN,PC_EMP,A,1987,7.880941
549,CAN,SELFEMP,WOMEN,PC_EMP,A,1988,7.882296000000001
550,CAN,SELFEMP,WOMEN,PC_EMP,A,1989,7.792515
551,CAN,SELFEMP,WOMEN,PC_EMP,A,1990,7.794622
552,CAN,SELFEMP,WOMEN,PC_EMP,A,1991,7.847392999999999
553,CAN,SELFEMP,WOMEN,PC_EMP,A,1992,8.327376
554,CAN,SELFEMP,WOMEN,PC_EMP,A,1993,8.983022
555,CAN,SELFEMP,WOMEN,PC_EMP,A,1994,9.219419
556,CAN,SELFEMP,WOMEN,PC_EMP,A,1995,9.114134
557,CAN,SELFEMP,WOMEN,PC_EMP,A,1996,9.726274
558,CAN,SELFEMP,WOMEN,PC_EMP,A,1997,10.14407
559,CAN,SELFEMP,WOMEN,PC_EMP,A,1998,10.4241
560,CAN,SELFEMP,WOMEN,PC_EMP,A,1999,9.887687
561,CAN,SELFEMP,WOMEN,PC_EMP,A,2000,9.248672000000001
562,CAN,SELFEMP,WOMEN,PC_EMP,A,2001,8.384197
563,CAN,SELFEMP,WOMEN,PC_EMP,A,2002,8.581605
564,CAN,SELFEMP,WOMEN,PC_EMP,A,2003,8.445422
565,CAN,SELFEMP,WOMEN,PC_EMP,A,2004,7.986053
566,CAN,SELFEMP,WOMEN,PC_EMP,A,2005,8.147567
567,CAN,SELFEMP,WOMEN,PC_EMP,A,2006,7.940430999999999
568,CAN,SELFEMP,WOMEN,PC_EMP,A,2007,8.047716000000001
569,CAN,SELFEMP,WOMEN,PC_EMP,A,2008,7.931617999999999
570,CAN,SELFEMP,WOMEN,PC_EMP,A,2009,8.383416
571,CAN,SELFEMP,WOMEN,PC_EMP,A,2010,8.160046000000001
572,CAN,SELFEMP,WOMEN,PC_EMP,A,2011,7.984379
573,CAN,SELFEMP,WOMEN,PC_EMP,A,2012,7.960185000000001
574,CAN,SELFEMP,WOMEN,PC_EMP,A,2013,8.115045
575,CAN,SELFEMP,WOMEN,PC_EMP,A,2014,8.043253
576,CAN,SELFEMP,WOMEN,PC_EMP,A,2015,8.006929
577,CAN,SELFEMP,WOMEN,PC_EMP,A,2016,8.075534
578,CAN,SELFEMP,WOMEN,PC_EMP,A,2017,7.955889
579,CZE,SELFEMP,MEN,PC_EMP,A,1993,12.022839999999999
580,CZE,SELFEMP,MEN,PC_EMP,A,1994,13.692689999999999
581,CZE,SELFEMP,MEN,PC_EMP,A,1995,15.12527
582,CZE,SELFEMP,MEN,PC_EMP,A,1996,15.686679999999999
583,CZE,SELFEMP,MEN,PC_EMP,A,1997,15.898629999999999
584,CZE,SELFEMP,MEN,PC_EMP,A,1998,17.34465
585,CZE,SELFEMP,MEN,PC_EMP,A,1999,18.36613
586,CZE,SELFEMP,MEN,PC_EMP,A,2000,19.02812
587,CZE,SELFEMP,MEN,PC_EMP,A,2001,19.14315
588,CZE,SELFEMP,MEN,PC_EMP,A,2002,20.30882
589,CZE,SELFEMP,MEN,PC_EMP,A,2003,21.71902
590,CZE,SELFEMP,MEN,PC_EMP,A,2004,21.48355
591,CZE,SELFEMP,MEN,PC_EMP,A,2005,20.28923
592,CZE,SELFEMP,MEN,PC_EMP,A,2006,20.15464
593,CZE,SELFEMP,MEN,PC_EMP,A,2007,20.40929
594,CZE,SELFEMP,MEN,PC_EMP,A,2008,20.23209
595,CZE,SELFEMP,MEN,PC_EMP,A,2009,20.780170000000002
596,CZE,SELFEMP,MEN,PC_EMP,A,2010,21.87221
597,CZE,SELFEMP,MEN,PC_EMP,A,2011,21.9469
598,CZE,SELFEMP,MEN,PC_EMP,A,2012,22.195429999999998
599,CZE,SELFEMP,MEN,PC_EMP,A,2013,21.19325
600,CZE,SELFEMP,MEN,PC_EMP,A,2014,21.93419
601,CZE,SELFEMP,MEN,PC_EMP,A,2015,20.88235
602,CZE,SELFEMP,MEN,PC_EMP,A,2016,20.250120000000003
603,CZE,SELFEMP,MEN,PC_EMP,A,2017,20.46454
604,CZE,SELFEMP,TOT,PC_EMP,A,1993,9.435225
605,CZE,SELFEMP,TOT,PC_EMP,A,1994,10.59902
606,CZE,SELFEMP,TOT,PC_EMP,A,1995,11.9835
607,CZE,SELFEMP,TOT,PC_EMP,A,1996,12.25639
608,CZE,SELFEMP,TOT,PC_EMP,A,1997,12.42822
609,CZE,SELFEMP,TOT,PC_EMP,A,1998,13.753979999999999
610,CZE,SELFEMP,TOT,PC_EMP,A,1999,14.526929999999998
611,CZE,SELFEMP,TOT,PC_EMP,A,2000,15.142610000000001
612,CZE,SELFEMP,TOT,PC_EMP,A,2001,15.228729999999999
613,CZE,SELFEMP,TOT,PC_EMP,A,2002,16.10558
614,CZE,SELFEMP,TOT,PC_EMP,A,2003,17.25269
615,CZE,SELFEMP,TOT,PC_EMP,A,2004,16.87862
616,CZE,SELFEMP,TOT,PC_EMP,A,2005,16.02007
617,CZE,SELFEMP,TOT,PC_EMP,A,2006,16.1379
618,CZE,SELFEMP,TOT,PC_EMP,A,2007,16.17229
619,CZE,SELFEMP,TOT,PC_EMP,A,2008,16.12194
620,CZE,SELFEMP,TOT,PC_EMP,A,2009,16.7669
621,CZE,SELFEMP,TOT,PC_EMP,A,2010,17.72478
622,CZE,SELFEMP,TOT,PC_EMP,A,2011,18.05005
623,CZE,SELFEMP,TOT,PC_EMP,A,2012,18.414720000000003
624,CZE,SELFEMP,TOT,PC_EMP,A,2013,17.8623
625,CZE,SELFEMP,TOT,PC_EMP,A,2014,17.99239
626,CZE,SELFEMP,TOT,PC_EMP,A,2015,17.3392
627,CZE,SELFEMP,TOT,PC_EMP,A,2016,17.15943
628,CZE,SELFEMP,TOT,PC_EMP,A,2017,17.11919
629,CZE,SELFEMP,WOMEN,PC_EMP,A,1993,6.20777
630,CZE,SELFEMP,WOMEN,PC_EMP,A,1994,6.750596000000001
631,CZE,SELFEMP,WOMEN,PC_EMP,A,1995,8.042136
632,CZE,SELFEMP,WOMEN,PC_EMP,A,1996,7.909700999999999
633,CZE,SELFEMP,WOMEN,PC_EMP,A,1997,8.005372
634,CZE,SELFEMP,WOMEN,PC_EMP,A,1998,9.140996000000001
635,CZE,SELFEMP,WOMEN,PC_EMP,A,1999,9.618219
636,CZE,SELFEMP,WOMEN,PC_EMP,A,2000,10.1777
637,CZE,SELFEMP,WOMEN,PC_EMP,A,2001,10.21305
638,CZE,SELFEMP,WOMEN,PC_EMP,A,2002,10.677480000000001
639,CZE,SELFEMP,WOMEN,PC_EMP,A,2003,11.46176
640,CZE,SELFEMP,WOMEN,PC_EMP,A,2004,10.912519999999999
641,CZE,SELFEMP,WOMEN,PC_EMP,A,2005,10.40563
642,CZE,SELFEMP,WOMEN,PC_EMP,A,2006,10.85972
643,CZE,SELFEMP,WOMEN,PC_EMP,A,2007,10.55343
644,CZE,SELFEMP,WOMEN,PC_EMP,A,2008,10.61888
645,CZE,SELFEMP,WOMEN,PC_EMP,A,2009,11.39513
646,CZE,SELFEMP,WOMEN,PC_EMP,A,2010,12.16503
647,CZE,SELFEMP,WOMEN,PC_EMP,A,2011,12.8854
648,CZE,SELFEMP,WOMEN,PC_EMP,A,2012,13.43847
649,CZE,SELFEMP,WOMEN,PC_EMP,A,2013,13.52045
650,CZE,SELFEMP,WOMEN,PC_EMP,A,2014,12.84693
651,CZE,SELFEMP,WOMEN,PC_EMP,A,2015,12.77783
652,CZE,SELFEMP,WOMEN,PC_EMP,A,2016,13.227670000000002
653,CZE,SELFEMP,WOMEN,PC_EMP,A,2017,12.891119999999999
654,DNK,SELFEMP,MEN,PC_EMP,A,1983,18.57837
655,DNK,SELFEMP,MEN,PC_EMP,A,1992,13.80895
656,DNK,SELFEMP,MEN,PC_EMP,A,1998,12.404110000000001
657,DNK,SELFEMP,MEN,PC_EMP,A,2007,12.265419999999999
658,DNK,SELFEMP,MEN,PC_EMP,A,2008,12.24685
659,DNK,SELFEMP,MEN,PC_EMP,A,2009,12.903780000000001
660,DNK,SELFEMP,MEN,PC_EMP,A,2010,12.31245
661,DNK,SELFEMP,MEN,PC_EMP,A,2011,12.42039
662,DNK,SELFEMP,MEN,PC_EMP,A,2012,12.34494
663,DNK,SELFEMP,MEN,PC_EMP,A,2013,12.09972
664,DNK,SELFEMP,MEN,PC_EMP,A,2014,11.87393
665,DNK,SELFEMP,MEN,PC_EMP,A,2015,11.55827
666,DNK,SELFEMP,MEN,PC_EMP,A,2016,11.83808
667,DNK,SELFEMP,MEN,PC_EMP,A,2017,10.86547
668,DNK,SELFEMP,TOT,PC_EMP,A,1967,22.482329999999997
669,DNK,SELFEMP,TOT,PC_EMP,A,1969,21.25329
670,DNK,SELFEMP,TOT,PC_EMP,A,1970,20.64795
671,DNK,SELFEMP,TOT,PC_EMP,A,1971,20.27374
672,DNK,SELFEMP,TOT,PC_EMP,A,1972,18.33616
673,DNK,SELFEMP,TOT,PC_EMP,A,1973,18.49057
674,DNK,SELFEMP,TOT,PC_EMP,A,1974,18.21656
675,DNK,SELFEMP,TOT,PC_EMP,A,1975,18.56775
676,DNK,SELFEMP,TOT,PC_EMP,A,1976,16.818379999999998
677,DNK,SELFEMP,TOT,PC_EMP,A,1977,15.6829
678,DNK,SELFEMP,TOT,PC_EMP,A,1978,16.00858
679,DNK,SELFEMP,TOT,PC_EMP,A,1979,15.580160000000001
680,DNK,SELFEMP,TOT,PC_EMP,A,1981,14.60532
681,DNK,SELFEMP,TOT,PC_EMP,A,1983,14.61305
682,DNK,SELFEMP,TOT,PC_EMP,A,1984,12.85593
683,DNK,SELFEMP,TOT,PC_EMP,A,1985,12.32575
684,DNK,SELFEMP,TOT,PC_EMP,A,1986,11.54675
685,DNK,SELFEMP,TOT,PC_EMP,A,1987,11.468869999999999
686,DNK,SELFEMP,TOT,PC_EMP,A,1988,10.94006
687,DNK,SELFEMP,TOT,PC_EMP,A,1989,11.07098
688,DNK,SELFEMP,TOT,PC_EMP,A,1990,11.4048
689,DNK,SELFEMP,TOT,PC_EMP,A,1991,10.83071
690,DNK,SELFEMP,TOT,PC_EMP,A,1992,10.73731
691,DNK,SELFEMP,TOT,PC_EMP,A,1993,10.75227
692,DNK,SELFEMP,TOT,PC_EMP,A,1994,9.826566999999999
693,DNK,SELFEMP,TOT,PC_EMP,A,1995,9.538816
694,DNK,SELFEMP,TOT,PC_EMP,A,1996,9.314808
695,DNK,SELFEMP,TOT,PC_EMP,A,1997,9.414397
696,DNK,SELFEMP,TOT,PC_EMP,A,1998,9.64352
697,DNK,SELFEMP,TOT,PC_EMP,A,1999,8.932398
698,DNK,SELFEMP,TOT,PC_EMP,A,2000,8.607641000000001
699,DNK,SELFEMP,TOT,PC_EMP,A,2001,9.155963
700,DNK,SELFEMP,TOT,PC_EMP,A,2002,9.279926
701,DNK,SELFEMP,TOT,PC_EMP,A,2003,9.088967
702,DNK,SELFEMP,TOT,PC_EMP,A,2004,9.033089
703,DNK,SELFEMP,TOT,PC_EMP,A,2005,8.948572
704,DNK,SELFEMP,TOT,PC_EMP,A,2006,9.114639
705,DNK,SELFEMP,TOT,PC_EMP,A,2007,9.011307
706,DNK,SELFEMP,TOT,PC_EMP,A,2008,8.844896
707,DNK,SELFEMP,TOT,PC_EMP,A,2009,9.346857
708,DNK,SELFEMP,TOT,PC_EMP,A,2010,9.104262
709,DNK,SELFEMP,TOT,PC_EMP,A,2011,9.113025
710,DNK,SELFEMP,TOT,PC_EMP,A,2012,9.124467999999998
711,DNK,SELFEMP,TOT,PC_EMP,A,2014,8.876710000000001
712,DNK,SELFEMP,TOT,PC_EMP,A,2015,8.650072999999999
713,DNK,SELFEMP,TOT,PC_EMP,A,2016,9.062577000000001
714,DNK,SELFEMP,TOT,PC_EMP,A,2017,8.236423
715,DNK,SELFEMP,WOMEN,PC_EMP,A,1983,9.838932000000002
716,DNK,SELFEMP,WOMEN,PC_EMP,A,1984,9.195093
717,DNK,SELFEMP,WOMEN,PC_EMP,A,1985,8.557136
718,DNK,SELFEMP,WOMEN,PC_EMP,A,1986,8.150444
719,DNK,SELFEMP,WOMEN,PC_EMP,A,1987,7.822675
720,DNK,SELFEMP,WOMEN,PC_EMP,A,1988,7.026317999999999
721,DNK,SELFEMP,WOMEN,PC_EMP,A,1989,6.955359
722,DNK,SELFEMP,WOMEN,PC_EMP,A,1990,7.192652000000001
723,DNK,SELFEMP,WOMEN,PC_EMP,A,1991,7.101711999999999
724,DNK,SELFEMP,WOMEN,PC_EMP,A,1992,7.183178999999999
725,DNK,SELFEMP,WOMEN,PC_EMP,A,1993,7.017689999999999
726,DNK,SELFEMP,WOMEN,PC_EMP,A,1994,6.977345
727,DNK,SELFEMP,WOMEN,PC_EMP,A,1995,6.161702
728,DNK,SELFEMP,WOMEN,PC_EMP,A,1996,6.023589
729,DNK,SELFEMP,WOMEN,PC_EMP,A,1997,5.909465
730,DNK,SELFEMP,WOMEN,PC_EMP,A,1998,6.309813
731,DNK,SELFEMP,WOMEN,PC_EMP,A,1999,5.514469999999999
732,DNK,SELFEMP,WOMEN,PC_EMP,A,2000,5.369858
733,DNK,SELFEMP,WOMEN,PC_EMP,A,2001,4.929078
734,DNK,SELFEMP,WOMEN,PC_EMP,A,2002,5.308057
735,DNK,SELFEMP,WOMEN,PC_EMP,A,2003,5.504016
736,DNK,SELFEMP,WOMEN,PC_EMP,A,2004,5.293769999999999
737,DNK,SELFEMP,WOMEN,PC_EMP,A,2005,5.420908
738,DNK,SELFEMP,WOMEN,PC_EMP,A,2006,5.808429
739,DNK,SELFEMP,WOMEN,PC_EMP,A,2007,5.311808999999999
740,DNK,SELFEMP,WOMEN,PC_EMP,A,2008,4.98278
741,DNK,SELFEMP,WOMEN,PC_EMP,A,2009,5.413208
742,DNK,SELFEMP,WOMEN,PC_EMP,A,2010,5.592333999999999
743,DNK,SELFEMP,WOMEN,PC_EMP,A,2011,5.445998
744,DNK,SELFEMP,WOMEN,PC_EMP,A,2012,5.556862000000001
745,DNK,SELFEMP,WOMEN,PC_EMP,A,2013,5.586428
746,DNK,SELFEMP,WOMEN,PC_EMP,A,2014,5.52456
747,DNK,SELFEMP,WOMEN,PC_EMP,A,2015,5.3604970000000005
748,DNK,SELFEMP,WOMEN,PC_EMP,A,2016,5.939131
749,DNK,SELFEMP,WOMEN,PC_EMP,A,2017,5.296817
750,FIN,SELFEMP,MEN,PC_EMP,A,1977,19.72673
751,FIN,SELFEMP,MEN,PC_EMP,A,1978,19.220779999999998
752,FIN,SELFEMP,MEN,PC_EMP,A,1979,18.93939
753,FIN,SELFEMP,MEN,PC_EMP,A,1980,18.699189999999998
754,FIN,SELFEMP,MEN,PC_EMP,A,1981,18.4765
755,FIN,SELFEMP,MEN,PC_EMP,A,1982,18.4168
756,FIN,SELFEMP,MEN,PC_EMP,A,1983,18.644070000000003
757,FIN,SELFEMP,MEN,PC_EMP,A,1984,17.97125
758,FIN,SELFEMP,MEN,PC_EMP,A,1985,17.21115
759,FIN,SELFEMP,MEN,PC_EMP,A,1986,17.79729
760,FIN,SELFEMP,MEN,PC_EMP,A,1987,18.64
761,FIN,SELFEMP,MEN,PC_EMP,A,1988,18.819779999999998
762,FIN,SELFEMP,MEN,PC_EMP,A,1989,19.70747
763,FIN,SELFEMP,MEN,PC_EMP,A,1990,19.491529999999997
764,FIN,SELFEMP,MEN,PC_EMP,A,1991,19.60461
765,FIN,SELFEMP,MEN,PC_EMP,A,1992,20.53572
766,FIN,SELFEMP,MEN,PC_EMP,A,1993,20.98765
767,FIN,SELFEMP,MEN,PC_EMP,A,1994,21.14286
768,FIN,SELFEMP,MEN,PC_EMP,A,1995,20.220589999999998
769,FIN,SELFEMP,MEN,PC_EMP,A,1996,19.67509
770,FIN,SELFEMP,MEN,PC_EMP,A,1997,19.030839999999998
771,FIN,SELFEMP,MEN,PC_EMP,A,1998,18.48599
772,FIN,SELFEMP,MEN,PC_EMP,A,1999,17.93957
773,FIN,SELFEMP,MEN,PC_EMP,A,2000,17.6818
774,FIN,SELFEMP,MEN,PC_EMP,A,2001,16.74295
775,FIN,SELFEMP,MEN,PC_EMP,A,2002,16.6063
776,FIN,SELFEMP,MEN,PC_EMP,A,2003,16.63883
777,FIN,SELFEMP,MEN,PC_EMP,A,2004,16.59613
778,FIN,SELFEMP,MEN,PC_EMP,A,2005,16.529889999999998
779,FIN,SELFEMP,MEN,PC_EMP,A,2006,16.97968
780,FIN,SELFEMP,MEN,PC_EMP,A,2007,16.624660000000002
781,FIN,SELFEMP,MEN,PC_EMP,A,2008,16.720229999999997
782,FIN,SELFEMP,MEN,PC_EMP,A,2009,17.995820000000002
