,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Cost
371,SVN,TRADEGOOD,IMP,MLN_USD,A,2014,28897.36
372,SVN,TRADEGOOD,IMP,MLN_USD,A,2015,25029.41
373,SVN,TRADEGOOD,IMP,MLN_USD,A,2016,25936.72
374,SVN,TRADEGOOD,IMP,MLN_USD,A,2017,30324.29
375,ZAF,TRADEGOOD,EXP,MLN_USD,A,2013,96757.18
376,ZAF,TRADEGOOD,EXP,MLN_USD,A,2014,93504.12
377,ZAF,TRADEGOOD,EXP,MLN_USD,A,2015,80738.98
378,ZAF,TRADEGOOD,EXP,MLN_USD,A,2016,76466.6
379,ZAF,TRADEGOOD,EXP,MLN_USD,A,2017,88102.09
380,ZAF,TRADEGOOD,IMP,MLN_USD,A,2013,103945.9
381,ZAF,TRADEGOOD,IMP,MLN_USD,A,2014,98560.02
382,ZAF,TRADEGOOD,IMP,MLN_USD,A,2015,84355.81
383,ZAF,TRADEGOOD,IMP,MLN_USD,A,2016,74107.27
384,ZAF,TRADEGOOD,IMP,MLN_USD,A,2017,82937.98
385,AUS,TRADEGOOD,IMP,MLN_USD,A,2013,246949.7
386,AUS,TRADEGOOD,IMP,MLN_USD,A,2014,238300.4
387,AUS,TRADEGOOD,IMP,MLN_USD,A,2015,207262.8
388,AUS,TRADEGOOD,IMP,MLN_USD,A,2016,198519.0
389,AUS,TRADEGOOD,IMP,MLN_USD,A,2017,220874.9
390,EA19,TRADEGOOD,EXP,MLN_USD,A,2013,2536655.0
391,EA19,TRADEGOOD,EXP,MLN_USD,A,2014,2608211.0
392,EA19,TRADEGOOD,EXP,MLN_USD,A,2015,2371954.0
393,EA19,TRADEGOOD,EXP,MLN_USD,A,2016,2355525.0
394,EA19,TRADEGOOD,EXP,MLN_USD,A,2017,2576007.0
395,EA19,TRADEGOOD,IMP,MLN_USD,A,2013,2261268.0
396,EA19,TRADEGOOD,IMP,MLN_USD,A,2014,2286909.0
397,EA19,TRADEGOOD,IMP,MLN_USD,A,2015,1973504.0
398,EA19,TRADEGOOD,IMP,MLN_USD,A,2016,1940499.0
399,EA19,TRADEGOOD,IMP,MLN_USD,A,2017,2189302.0
400,EST,TRADEGOOD,EXP,MLN_USD,A,2013,14560.25
401,EST,TRADEGOOD,EXP,MLN_USD,A,2014,14592.37
402,EST,TRADEGOOD,EXP,MLN_USD,A,2015,11933.42
403,EST,TRADEGOOD,EXP,MLN_USD,A,2016,12349.92
404,EST,TRADEGOOD,EXP,MLN_USD,A,2017,13407.4
405,EST,TRADEGOOD,IMP,MLN_USD,A,2013,15788.05
406,EST,TRADEGOOD,IMP,MLN_USD,A,2014,16039.91
407,EST,TRADEGOOD,IMP,MLN_USD,A,2015,12881.56
408,EST,TRADEGOOD,IMP,MLN_USD,A,2016,13223.54
409,EST,TRADEGOOD,IMP,MLN_USD,A,2017,14387.89
410,COL,TRADEGOOD,EXP,MLN_USD,A,2013,60282.3
411,COL,TRADEGOOD,EXP,MLN_USD,A,2014,56898.75
412,COL,TRADEGOOD,EXP,MLN_USD,A,2015,38572.11
413,COL,TRADEGOOD,EXP,MLN_USD,A,2016,34090.74
414,COL,TRADEGOOD,EXP,MLN_USD,A,2017,39596.55
415,COL,TRADEGOOD,IMP,MLN_USD,A,2013,57103.07
416,COL,TRADEGOOD,IMP,MLN_USD,A,2014,61539.34
417,COL,TRADEGOOD,IMP,MLN_USD,A,2015,52050.75
418,COL,TRADEGOOD,IMP,MLN_USD,A,2016,43238.95
419,COL,TRADEGOOD,IMP,MLN_USD,A,2017,44247.18
420,LVA,TRADEGOOD,EXP,MLN_USD,A,2013,13023.45
421,LVA,TRADEGOOD,EXP,MLN_USD,A,2014,13589.05
422,LVA,TRADEGOOD,EXP,MLN_USD,A,2015,11465.95
423,LVA,TRADEGOOD,EXP,MLN_USD,A,2016,11490.89
424,LVA,TRADEGOOD,EXP,MLN_USD,A,2017,12794.4
425,LVA,TRADEGOOD,IMP,MLN_USD,A,2013,16503.01
426,LVA,TRADEGOOD,IMP,MLN_USD,A,2014,16745.5
427,LVA,TRADEGOOD,IMP,MLN_USD,A,2015,13908.68
428,LVA,TRADEGOOD,IMP,MLN_USD,A,2016,13613.02
429,LVA,TRADEGOOD,IMP,MLN_USD,A,2017,15727.52
430,OECD,TRADEGOOD,EXP,MLN_USD,A,2013,10453580.0
431,OECD,TRADEGOOD,EXP,MLN_USD,A,2014,10595200.0
432,OECD,TRADEGOOD,EXP,MLN_USD,A,2015,9418872.0
433,OECD,TRADEGOOD,EXP,MLN_USD,A,2016,9322107.0
434,OECD,TRADEGOOD,EXP,MLN_USD,A,2017,10155210.0
435,OECD,TRADEGOOD,IMP,MLN_USD,A,2013,10916140.0
436,OECD,TRADEGOOD,IMP,MLN_USD,A,2014,11076900.0
437,OECD,TRADEGOOD,IMP,MLN_USD,A,2015,9764135.0
438,OECD,TRADEGOOD,IMP,MLN_USD,A,2016,9594668.0
439,OECD,TRADEGOOD,IMP,MLN_USD,A,2017,10514060.0
440,ARG,TRADEGOOD,EXP,MLN_USD,A,2013,75928.23
441,ARG,TRADEGOOD,EXP,MLN_USD,A,2014,68440.44
442,ARG,TRADEGOOD,EXP,MLN_USD,A,2015,56809.05
443,ARG,TRADEGOOD,EXP,MLN_USD,A,2016,57930.2
444,ARG,TRADEGOOD,EXP,MLN_USD,A,2017,58446.28
445,ARG,TRADEGOOD,IMP,MLN_USD,A,2013,71292.99
446,ARG,TRADEGOOD,IMP,MLN_USD,A,2014,62898.96
447,ARG,TRADEGOOD,IMP,MLN_USD,A,2015,57594.23
448,ARG,TRADEGOOD,IMP,MLN_USD,A,2016,53504.5
449,ARG,TRADEGOOD,IMP,MLN_USD,A,2017,63993.28
450,CRI,TRADEGOOD,EXP,MLN_USD,A,2013,8866.326
451,CRI,TRADEGOOD,EXP,MLN_USD,A,2014,9455.567
452,CRI,TRADEGOOD,EXP,MLN_USD,A,2015,9431.742
453,CRI,TRADEGOOD,EXP,MLN_USD,A,2016,10100.26
454,CRI,TRADEGOOD,EXP,MLN_USD,A,2017,10807.77
455,CRI,TRADEGOOD,IMP,MLN_USD,A,2013,14425.14
456,CRI,TRADEGOOD,IMP,MLN_USD,A,2014,14784.33
457,CRI,TRADEGOOD,IMP,MLN_USD,A,2015,14059.49
458,CRI,TRADEGOOD,IMP,MLN_USD,A,2016,14526.49
459,CRI,TRADEGOOD,IMP,MLN_USD,A,2017,15150.34
460,LTU,TRADEGOOD,EXP,MLN_USD,A,2013,31856.99
461,LTU,TRADEGOOD,EXP,MLN_USD,A,2014,31535.92
462,LTU,TRADEGOOD,EXP,MLN_USD,A,2015,24748.29
463,LTU,TRADEGOOD,EXP,MLN_USD,A,2016,24242.35
464,LTU,TRADEGOOD,EXP,MLN_USD,A,2017,29009.62
465,LTU,TRADEGOOD,IMP,MLN_USD,A,2013,33076.95
466,LTU,TRADEGOOD,IMP,MLN_USD,A,2014,32779.84
467,LTU,TRADEGOOD,IMP,MLN_USD,A,2015,26952.39
468,LTU,TRADEGOOD,IMP,MLN_USD,A,2016,26197.98
469,LTU,TRADEGOOD,IMP,MLN_USD,A,2017,31454.41
470,SAU,TRADEGOOD,EXP,MLN_USD,A,2013,375901.1
471,SAU,TRADEGOOD,EXP,MLN_USD,A,2014,342456.9
472,SAU,TRADEGOOD,EXP,MLN_USD,A,2015,203536.5
473,SAU,TRADEGOOD,EXP,MLN_USD,A,2016,183607.5
474,SAU,TRADEGOOD,EXP,MLN_USD,A,2017,221072.2
475,SAU,TRADEGOOD,IMP,MLN_USD,A,2013,153343.6
476,SAU,TRADEGOOD,IMP,MLN_USD,A,2014,158462.0
477,SAU,TRADEGOOD,IMP,MLN_USD,A,2015,159271.1
478,SAU,TRADEGOOD,IMP,MLN_USD,A,2016,127843.4
479,SAU,TRADEGOOD,IMP,MLN_USD,A,2017,119328.1
480,EU28,TRADEGOOD,EXP,MLN_USD,A,2013,2235009.0
481,EU28,TRADEGOOD,EXP,MLN_USD,A,2014,2253855.0
482,EU28,TRADEGOOD,EXP,MLN_USD,A,2015,2054994.0
483,EU28,TRADEGOOD,EXP,MLN_USD,A,2016,2006761.0
484,EU28,TRADEGOOD,EXP,MLN_USD,A,2017,2195760.0
485,EU28,TRADEGOOD,IMP,MLN_USD,A,2013,2179404.0
486,EU28,TRADEGOOD,IMP,MLN_USD,A,2014,2187738.0
487,EU28,TRADEGOOD,IMP,MLN_USD,A,2015,1891770.0
488,EU28,TRADEGOOD,IMP,MLN_USD,A,2016,1821831.0
489,EU28,TRADEGOOD,IMP,MLN_USD,A,2017,2040908.0
490,G-7,TRADEGOOD,EXP,MLN_USD,A,2013,5742739.0
491,G-7,TRADEGOOD,EXP,MLN_USD,A,2014,5873906.0
492,G-7,TRADEGOOD,EXP,MLN_USD,A,2015,5262692.0
493,G-7,TRADEGOOD,EXP,MLN_USD,A,2016,5181209.0
494,G-7,TRADEGOOD,EXP,MLN_USD,A,2017,5582464.0
495,G-7,TRADEGOOD,IMP,MLN_USD,A,2013,6453460.0
496,G-7,TRADEGOOD,IMP,MLN_USD,A,2014,6609853.0
497,G-7,TRADEGOOD,IMP,MLN_USD,A,2015,5916100.0
498,G-7,TRADEGOOD,IMP,MLN_USD,A,2016,5758178.0
499,G-7,TRADEGOOD,IMP,MLN_USD,A,2017,6233540.0
500,G-20,TRADEGOOD,EXP,MLN_USD,A,2013,10366160.0
501,G-20,TRADEGOOD,EXP,MLN_USD,A,2014,10461170.0
502,G-20,TRADEGOOD,EXP,MLN_USD,A,2015,9299700.0
503,G-20,TRADEGOOD,EXP,MLN_USD,A,2016,8907941.0
504,G-20,TRADEGOOD,EXP,MLN_USD,A,2017,9874120.0
505,G-20,TRADEGOOD,IMP,MLN_USD,A,2013,10494770.0
506,G-20,TRADEGOOD,IMP,MLN_USD,A,2014,10550190.0
507,G-20,TRADEGOOD,IMP,MLN_USD,A,2015,9224670.0
508,G-20,TRADEGOOD,IMP,MLN_USD,A,2016,8789349.0
509,G-20,TRADEGOOD,IMP,MLN_USD,A,2017,9812673.0
