GDP Value,Cost,pte_value,se_value,Sex_Index,TIME_Index,GDPsubject,Impexp_Index,Country_Index
4187585,1132559,9.36,12.51,2,4,0,0,19
4187585,1132559,22.16,10.2,0,4,0,0,19
4187585,1431690,36.84,7.55,1,4,0,1,19
4187585,1431690,9.36,12.51,2,4,0,1,19
4187585,1431690,22.16,10.2,0,4,0,1,19
45231.97,1151670,38.13,8.11,1,1,0,0,19
45231.97,1151670,9.03,13.88,2,1,0,0,19
45231.97,1151670,22.57,11.2,0,1,0,0,19
45231.97,1433978,38.13,8.11,1,1,0,1,19
45231.97,1433978,9.03,13.88,2,1,0,1,19
45231.97,1433978,22.57,11.2,0,1,0,1,19
47092.22,1177082,37.45,7.99,1,0,0,0,19
47092.22,1177082,9.14,13.54,2,0,0,0,19
47092.22,1177082,22.33,10.96,0,0,0,0,19
47092.22,1479837,37.45,7.99,1,0,0,1,19
47092.22,1479837,9.14,13.54,2,0,0,1,19
47092.22,1479837,22.33,10.96,0,0,0,1,19
47810.63,1018362,37.42,7.75,1,2,0,0,19
47810.63,1018362,9.28,13.38,2,2,0,0,19
47810.63,1018362,22.4,10.75,0,2,0,0,19
47810.63,1308044,37.42,7.75,1,2,0,1,19
47810.63,1308044,9.28,13.38,2,2,0,1,19
47810.63,1308044,22.4,10.75,0,2,0,1,19
48942.91,1021871,36.95,7.65,1,3,0,0,19
48942.91,1021871,9.08,12.84,2,3,0,0,19
48942.91,1021871,22.08,10.42,0,3,0,0,19
48942.91,1318238,36.95,7.65,1,3,0,1,19
48942.91,1318238,9.08,12.84,2,3,0,1,19
48942.91,1318238,22.08,10.42,0,3,0,1,19
50648.71,1132559,36.84,7.55,1,4,0,0,19
50648.71,1132559,9.36,12.51,2,4,0,0,19
50648.71,1132559,22.16,10.2,0,4,0,0,19
50648.71,1431690,36.84,7.55,1,4,0,1,19
50648.71,1431690,9.36,12.51,2,4,0,1,19
50648.71,1431690,22.16,10.2,0,4,0,1,19
286168.64,63284.41,15.6,31.91,1,1,0,0,16
286168.64,63284.41,6.62,40.55,2,1,0,0,16
286168.64,63284.41,10.33,36.99,0,1,0,0,16
286168.64,35704.34,15.6,31.91,1,1,0,1,16
286168.64,35704.34,6.62,40.55,2,1,0,1,16
286168.64,35704.34,10.33,36.99,0,1,0,1,16
292335.74,65066.09,16.17,30.43,1,0,0,0,16
292335.74,65066.09,7.53,39.96,2,0,0,0,16
292335.74,65066.09,11.15,35.97,0,0,0,0,16
292335.74,35538.24,16.17,30.43,1,0,0,1,16
292335.74,35538.24,7.53,39.96,2,0,0,1,16
292335.74,35538.24,11.15,35.97,0,0,0,1,16
288887.8,46612.59,16.28,29.61,1,2,0,0,16
288887.8,46612.59,7.34,38.86,2,2,0,0,16
288887.8,46612.59,11.12,34.96,0,2,0,0,16
288887.8,27496.76,16.28,29.61,1,2,0,1,16
288887.8,27496.76,7.34,38.86,2,2,0,1,16
288887.8,27496.76,11.12,34.96,0,2,0,1,16
288418.36,45417.27,16.12,29.47,1,3,0,0,16
288418.36,45417.27,7.22,37.44,2,3,0,0,16
288418.36,45417.27,10.96,34.09,0,3,0,0,16
288418.36,27077.85,16.12,29.47,1,3,0,1,16
288418.36,27077.85,7.22,37.44,2,3,0,1,16
288418.36,27077.85,10.96,34.09,0,3,0,1,16
297008.36,52171.82,16.35,29.22,1,4,0,0,16
297008.36,52171.82,7.1,37.56,2,4,0,0,16
297008.36,52171.82,10.98,34.07,0,4,0,0,16
297008.36,31483.23,16.35,29.22,1,4,0,1,16
297008.36,31483.23,7.1,37.56,2,4,0,1,16
297008.36,31483.23,10.98,34.07,0,4,0,1,16
26097.8,63284.41,15.6,31.91,1,1,0,0,16
26097.8,63284.41,6.62,40.55,2,1,0,0,16
26097.8,63284.41,10.33,36.99,0,1,0,0,16
26097.8,35704.34,15.6,31.91,1,1,0,1,16
26097.8,35704.34,6.62,40.55,2,1,0,1,16
26097.8,35704.34,10.33,36.99,0,1,0,1,16
26838.58,65066.09,16.17,30.43,1,0,0,0,16
26838.58,65066.09,7.53,39.96,2,0,0,0,16
26838.58,65066.09,11.15,35.97,0,0,0,0,16
26838.58,35538.24,16.17,30.43,1,0,0,1,16
26838.58,35538.24,7.53,39.96,2,0,0,1,16
26838.58,35538.24,11.15,35.97,0,0,0,1,16
26697.05,46612.59,16.28,29.61,1,2,0,0,16
26697.05,46612.59,7.34,38.86,2,2,0,0,16
26697.05,46612.59,11.12,34.96,0,2,0,0,16
26697.05,27496.76,16.28,29.61,1,2,0,1,16
26697.05,27496.76,7.34,38.86,2,2,0,1,16
26697.05,27496.76,11.12,34.96,0,2,0,1,16
26764.91,45417.27,16.12,29.47,1,3,0,0,16
26764.91,45417.27,7.22,37.44,2,3,0,0,16
26764.91,45417.27,10.96,34.09,0,3,0,0,16
26764.91,27077.85,16.12,29.47,1,3,0,1,16
26764.91,27077.85,7.22,37.44,2,3,0,1,16
26764.91,27077.85,10.96,34.09,0,3,0,1,16
27699.53,52171.82,16.35,29.22,1,4,0,0,16
27699.53,52171.82,7.1,37.56,2,4,0,0,16
27699.53,52171.82,10.98,34.07,0,4,0,0,16
27699.53,31483.23,16.35,29.22,1,4,0,1,16
27699.53,31483.23,7.1,37.56,2,4,0,1,16
27699.53,31483.23,10.98,34.07,0,4,0,1,16
242016.44,88874.84,6.53,8.23,1,1,0,0,1
242016.44,88874.84,3.47,13.87,2,1,0,0,1
242016.44,88874.84,4.9,11.28,0,1,0,0,1
242016.44,93309.71,6.53,8.23,1,1,0,1,1
242016.44,93309.71,3.47,13.87,2,1,0,1,1
242016.44,93309.71,4.9,11.28,0,1,0,1,1
251838.81,95127.7,6.03,7.79,1,0,0,0,1
251838.81,95127.7,3.15,13.61,2,0,0,0,1
251838.81,95127.7,4.5,10.94,0,0,0,0,1
251838.81,97955.26,6.03,7.79,1,0,0,1,1
251838.81,97955.26,3.15,13.61,2,0,0,1,1
251838.81,97955.26,4.5,10.94,0,0,0,1,1
257370.94,83486.89,5.95,7.99,1,2,0,0,1
257370.94,83486.89,3,13.26,2,2,0,0,1
257370.94,83486.89,4.38,10.85,0,2,0,0,1
257370.94,88384.48,5.95,7.99,1,2,0,1,1
257370.94,88384.48,3,13.26,2,2,0,1,1
257370.94,88384.48,4.38,10.85,0,2,0,1,1
262041.83,83487.52,5.49,8.17,1,3,0,0,1
262041.83,83487.52,2.61,12.9,2,3,0,0,1
262041.83,83487.52,3.96,10.74,0,3,0,0,1
262041.83,88601.56,5.49,8.17,1,3,0,1,1
262041.83,88601.56,2.61,12.9,2,3,0,1,1
262041.83,88601.56,3.96,10.74,0,3,0,1,1
274926.86,96097.92,5.13,8.26,1,4,0,0,1
274926.86,96097.92,2.34,12.06,2,4,0,0,1
274926.86,96097.92,3.63,10.34,0,4,0,0,1
274926.86,98600.55,5.13,8.26,1,4,0,1,1
274926.86,98600.55,2.34,12.06,2,4,0,1,1
274926.86,98600.55,3.63,10.34,0,4,0,1,1
24463.2,88874.84,6.53,8.23,1,1,0,0,1
24463.2,88874.84,3.47,13.87,2,1,0,0,1
24463.2,88874.84,4.9,11.28,0,1,0,0,1
24463.2,93309.71,6.53,8.23,1,1,0,1,1
24463.2,93309.71,3.47,13.87,2,1,0,1,1
24463.2,93309.71,4.9,11.28,0,1,0,1,1
25524.72,95127.7,6.03,7.79,1,0,0,0,1
25524.72,95127.7,3.15,13.61,2,0,0,0,1
25524.72,95127.7,4.5,10.94,0,0,0,0,1
25524.72,97955.26,6.03,7.79,1,0,0,1,1
25524.72,97955.26,3.15,13.61,2,0,0,1,1
25524.72,97955.26,4.5,10.94,0,0,0,1,1
26147.54,83486.89,5.95,7.99,1,2,0,0,1
26147.54,83486.89,3,13.26,2,2,0,0,1
26147.54,83486.89,4.38,10.85,0,2,0,0,1
26147.54,88384.48,5.95,7.99,1,2,0,1,1
26147.54,88384.48,3,13.26,2,2,0,1,1
26147.54,88384.48,4.38,10.85,0,2,0,1,1
26700.76,83487.52,5.49,8.17,1,3,0,0,1
26700.76,83487.52,2.61,12.9,2,3,0,0,1
26700.76,83487.52,3.96,10.74,0,3,0,0,1
26700.76,88601.56,5.49,8.17,1,3,0,1,1
26700.76,88601.56,2.61,12.9,2,3,0,1,1
26700.76,88601.56,3.96,10.74,0,3,0,1,1
28099.31,96097.92,5.13,8.26,1,4,0,0,1
28099.31,96097.92,2.34,12.06,2,4,0,0,1
28099.31,96097.92,3.63,10.34,0,4,0,0,1
28099.31,98600.55,5.13,8.26,1,4,0,1,1
28099.31,98600.55,2.34,12.06,2,4,0,1,1
28099.31,98600.55,3.63,10.34,0,4,0,1,1
221790.14,85261.12,36.17,8.28,1,1,0,0,18
221790.14,85261.12,13.12,24.21,2,1,0,0,18
221790.14,85261.12,24.23,16.87,0,1,0,0,18
221790.14,131066.4,36.17,8.28,1,1,0,1,18
221790.14,131066.4,13.12,24.21,2,1,0,1,18
221790.14,131066.4,24.23,16.87,0,1,0,1,18
238440.77,97824.7,35.38,8.01,1,0,0,0,18
238440.77,97824.7,12.47,23.86,2,0,0,0,18
238440.77,97824.7,23.41,16.59,0,0,0,0,18
238440.77,151866.4,35.38,8.01,1,0,0,1,18
238440.77,151866.4,12.47,23.86,2,0,0,1,18
238440.77,151866.4,23.41,16.59,0,0,0,1,18
322972.44,96436.68,35.45,8.12,1,2,0,0,18
322972.44,96436.68,12.32,23.26,2,2,0,0,18
322972.44,96436.68,23.27,16.33,0,2,0,0,18
322972.44,222227.1,35.45,8.12,1,2,0,1,18
322972.44,222227.1,12.32,23.26,2,2,0,1,18
322972.44,222227.1,23.27,16.33,0,2,0,1,18
336608.48,95060,34.77,8.22,1,3,0,0,18
336608.48,95060,11.94,22.8,2,3,0,0,18
336608.48,95060,22.75,16.11,0,3,0,0,18
336608.48,212016.9,34.77,8.22,1,3,0,1,18
336608.48,212016.9,11.94,22.8,2,3,0,1,18
336608.48,212016.9,22.75,16.11,0,3,0,1,18
361630.68,97983.65,33.83,7.77,1,4,0,0,18
361630.68,97983.65,11.5,21.81,2,4,0,0,18
361630.68,97983.65,21.96,15.36,0,4,0,0,18
361630.68,218973.5,33.83,7.77,1,4,0,1,18
361630.68,218973.5,11.5,21.81,2,4,0,1,18
361630.68,218973.5,21.96,15.36,0,4,0,1,18
48006.07,85261.12,36.17,8.28,1,1,0,0,18
48006.07,85261.12,13.12,24.21,2,1,0,0,18
48006.07,85261.12,24.23,16.87,0,1,0,0,18
48006.07,131066.4,36.17,8.28,1,1,0,1,18
48006.07,131066.4,13.12,24.21,2,1,0,1,18
48006.07,131066.4,24.23,16.87,0,1,0,1,18
51250.48,97824.7,35.38,8.01,1,0,0,0,18
51250.48,97824.7,12.47,23.86,2,0,0,0,18
51250.48,97824.7,23.41,16.59,0,0,0,0,18
51250.48,151866.4,35.38,8.01,1,0,0,1,18
51250.48,151866.4,12.47,23.86,2,0,0,1,18
51250.48,151866.4,23.41,16.59,0,0,0,1,18
68779.46,96436.68,35.45,8.12,1,2,0,0,18
68779.46,96436.68,12.32,23.26,2,2,0,0,18
68779.46,96436.68,23.27,16.33,0,2,0,0,18
68779.46,222227.1,35.45,8.12,1,2,0,1,18
68779.46,222227.1,12.32,23.26,2,2,0,1,18
68779.46,222227.1,23.27,16.33,0,2,0,1,18
70879.96,95060,34.77,8.22,1,3,0,0,18
70879.96,95060,11.94,22.8,2,3,0,0,18
70879.96,95060,22.75,16.11,0,3,0,0,18
70879.96,212016.9,34.77,8.22,1,3,0,1,18
70879.96,212016.9,11.94,22.8,2,3,0,1,18
70879.96,212016.9,22.75,16.11,0,3,0,1,18
75304.05,97983.65,33.83,7.77,1,4,0,0,18
75304.05,97983.65,11.5,21.81,2,4,0,0,18
75304.05,97983.65,21.96,15.36,0,4,0,0,18
75304.05,218973.5,33.83,7.77,1,4,0,1,18
75304.05,218973.5,11.5,21.81,2,4,0,1,18
75304.05,218973.5,21.96,15.36,0,4,0,1,18
2176319.77,455306.1,32.77,18.25,1,1,0,0,8
2176319.77,455306.1,8.25,29.54,2,1,0,0,8
2176319.77,455306.1,18.52,24.82,0,1,0,0,8
2176319.77,503227.4,32.77,18.25,1,1,0,1,8
2176319.77,503227.4,8.25,29.54,2,1,0,1,8
2176319.77,503227.4,18.52,24.82,0,1,0,1,8
2192714.4,453902.3,32.92,18.46,1,0,0,0,8
2192714.4,453902.3,8.63,29.17,2,0,0,0,8
2192714.4,453902.3,18.82,24.68,0,0,0,0,8
2192714.4,516801.8,32.92,18.46,1,0,0,1,8
2192714.4,516801.8,8.63,29.17,2,0,0,1,8
2192714.4,516801.8,18.82,24.68,0,0,0,1,8
2225174.88,393671.7,32.77,18.32,1,2,0,0,8
2225174.88,393671.7,8.5,28.72,2,2,0,0,8
2225174.88,393671.7,18.65,24.38,0,2,0,0,8
2225174.88,450364.7,32.77,18.32,1,2,0,1,8
2225174.88,450364.7,8.5,28.72,2,2,0,1,8
2225174.88,450364.7,18.65,24.38,0,2,0,1,8
2326893.3,389647.5,32.63,18.08,1,3,0,0,8
2326893.3,389647.5,8.48,28.15,2,3,0,0,8
2326893.3,389647.5,18.62,23.94,0,3,0,0,8
2326893.3,453407.5,32.63,18.08,1,3,0,1,8
2326893.3,453407.5,8.48,28.15,2,3,0,1,8
2326893.3,453407.5,18.62,23.94,0,3,0,1,8
2387357.65,432504.7,32.44,17.01,1,4,0,0,8
2387357.65,432504.7,8.27,27.69,2,4,0,0,8
2387357.65,432504.7,18.46,23.2,0,4,0,0,8
2387357.65,495375.3,32.44,17.01,1,4,0,1,8
2387357.65,495375.3,8.27,27.69,2,4,0,1,8
2387357.65,495375.3,18.46,23.2,0,4,0,1,8
35885.39,455306.1,32.77,18.25,1,1,0,0,8
35885.39,455306.1,8.25,29.54,2,1,0,0,8
35885.39,455306.1,18.52,24.82,0,1,0,0,8
35885.39,503227.4,32.77,18.25,1,1,0,1,8
35885.39,503227.4,8.25,29.54,2,1,0,1,8
35885.39,503227.4,18.52,24.82,0,1,0,1,8
36070.85,453902.3,32.92,18.46,1,0,0,0,8
36070.85,453902.3,8.63,29.17,2,0,0,0,8
36070.85,453902.3,18.82,24.68,0,0,0,0,8
36070.85,516801.8,32.92,18.46,1,0,0,1,8
36070.85,516801.8,8.63,29.17,2,0,0,1,8
36070.85,516801.8,18.82,24.68,0,0,0,1,8
36640.09,393671.7,32.77,18.32,1,2,0,0,8
36640.09,393671.7,8.5,28.72,2,2,0,0,8
36640.09,393671.7,18.65,24.38,0,2,0,0,8
36640.09,450364.7,32.77,18.32,1,2,0,1,8
36640.09,450364.7,8.5,28.72,2,2,0,1,8
36640.09,450364.7,18.65,24.38,0,2,0,1,8
38380.16,389647.5,32.63,18.08,1,3,0,0,8
38380.16,389647.5,8.48,28.15,2,3,0,0,8
38380.16,389647.5,18.62,23.94,0,3,0,0,8
38380.16,453407.5,32.63,18.08,1,3,0,1,8
38380.16,453407.5,8.48,28.15,2,3,0,1,8
38380.16,453407.5,18.62,23.94,0,3,0,1,8
39433.02,432504.7,32.44,17.01,1,4,0,0,8
39433.02,432504.7,8.27,27.69,2,4,0,0,8
39433.02,432504.7,18.46,23.2,0,4,0,0,8
39433.02,495375.3,32.44,17.01,1,4,0,1,8
39433.02,495375.3,8.27,27.69,2,4,0,1,8
39433.02,495375.3,18.46,23.2,0,4,0,1,8
4967051.58,784876.1,36.16,10.4,1,1,0,0,25
4967051.58,784876.1,11.32,12.38,2,1,0,0,25
4967051.58,784876.1,21.89,11.51,0,1,0,0,25
4967051.58,694982.6,36.16,10.4,1,1,0,1,25
4967051.58,694982.6,11.32,12.38,2,1,0,1,25
4967051.58,694982.6,21.89,11.51,0,1,0,1,25
4986566.21,798696.1,37.22,10.22,1,0,0,0,25
4986566.21,798696.1,11.99,12.32,2,0,0,0,25
4986566.21,798696.1,22.75,11.36,0,0,0,0,25
4986566.21,699824.8,37.22,10.22,1,0,0,1,25
4986566.21,699824.8,11.99,12.32,2,0,0,1,25
4986566.21,699824.8,22.75,11.36,0,0,0,1,25
5176841.32,629412.8,36.88,9.73,1,2,0,0,25
5176841.32,629412.8,11.99,12.07,2,2,0,0,25
5176841.32,629412.8,22.67,11.01,0,2,0,0,25
5176841.32,622088.6,36.88,9.73,1,2,0,1,25
5176841.32,622088.6,11.99,12.07,2,2,0,1,25
5176841.32,622088.6,22.67,11.01,0,2,0,1,25
5369478.82,584315.8,37.12,9.14,1,3,0,0,25
5369478.82,584315.8,11.92,11.65,2,3,0,0,25
5369478.82,584315.8,22.79,10.52,0,3,0,0,25
5369478.82,635027.3,37.12,9.14,1,3,0,1,25
5369478.82,635027.3,11.92,11.65,2,3,0,1,25
5369478.82,635027.3,22.79,10.52,0,3,0,1,25
5487161.17,644751,22.42,10.4,0,4,0,0,25
5487161.17,688923.4,22.42,10.4,0,4,0,1,25
39008.36,784876.1,36.16,10.4,1,1,0,0,25
39008.36,784876.1,11.32,12.38,2,1,0,0,25
39008.36,784876.1,21.89,11.51,0,1,0,0,25
39008.36,694982.6,36.16,10.4,1,1,0,1,25
39008.36,694982.6,11.32,12.38,2,1,0,1,25
39008.36,694982.6,21.89,11.51,0,1,0,1,25
39183.47,798696.1,37.22,10.22,1,0,0,0,25
39183.47,798696.1,11.99,12.32,2,0,0,0,25
39183.47,798696.1,22.75,11.36,0,0,0,0,25
39183.47,699824.8,37.22,10.22,1,0,0,1,25
39183.47,699824.8,11.99,12.32,2,0,0,1,25
39183.47,699824.8,22.75,11.36,0,0,0,1,25
40727.25,629412.8,36.88,9.73,1,2,0,0,25
40727.25,629412.8,11.99,12.07,2,2,0,0,25
40727.25,629412.8,22.67,11.01,0,2,0,0,25
40727.25,622088.6,36.88,9.73,1,2,0,1,25
40727.25,622088.6,11.99,12.07,2,2,0,1,25
40727.25,622088.6,22.67,11.01,0,2,0,1,25
42292.68,584315.8,37.12,9.14,1,3,0,0,25
42292.68,584315.8,11.92,11.65,2,3,0,0,25
42292.68,584315.8,22.79,10.52,0,3,0,0,25
42292.68,635027.3,37.12,9.14,1,3,0,1,25
42292.68,635027.3,11.92,11.65,2,3,0,1,25
42292.68,635027.3,22.79,10.52,0,3,0,1,25
43298.73,644751,22.42,10.4,0,4,0,0,25
43298.73,688923.4,22.42,10.4,0,4,0,1,25
1644777.31,535375.9,16.08,25.71,1,1,0,0,13
1644777.31,535375.9,7.43,29.78,2,1,0,0,13
1644777.31,535375.9,11.01,27.41,0,1,0,0,13
1644777.31,618156.9,16.08,25.71,1,1,0,1,13
1644777.31,618156.9,7.43,29.78,2,1,0,1,13
1644777.31,618156.9,11.01,27.41,0,1,0,1,13
1704457.64,524135.2,15.5,25.11,1,0,0,0,13
1704457.64,524135.2,6.68,29.44,2,0,0,0,13
1704457.64,524135.2,10.35,26.79,0,0,0,0,13
1704457.64,613020.6,15.5,25.11,1,0,0,1,13
1704457.64,613020.6,6.68,29.44,2,0,0,1,13
1704457.64,613020.6,10.35,26.79,0,0,0,1,13
1795916.63,420612,15.79,23.95,1,2,0,0,13
1795916.63,420612,6.77,28.42,2,2,0,0,13
1795916.63,420612,10.55,25.88,0,2,0,0,13
1795916.63,542881.2,15.79,23.95,1,2,0,1,13
1795916.63,542881.2,6.77,28.42,2,2,0,1,13
1795916.63,542881.2,10.55,25.88,0,2,0,1,13
1877123.31,393051.9,16.41,23.15,1,3,0,0,13
1877123.31,393051.9,6.76,28.06,2,3,0,0,13
1877123.31,393051.9,10.81,25.52,0,3,0,0,13
1877123.31,511947.3,16.41,23.15,1,3,0,1,13
1877123.31,511947.3,6.76,28.06,2,3,0,1,13
1877123.31,511947.3,10.81,25.52,0,3,0,1,13
1972970.74,457492.7,16.95,23.16,1,4,0,0,13
1972970.74,457492.7,7.34,27.9,2,4,0,0,13
1972970.74,457492.7,11.39,25.41,0,4,0,0,13
1972970.74,577381.4,16.95,23.16,1,4,0,1,13
1972970.74,577381.4,7.34,27.9,2,4,0,1,13
1972970.74,577381.4,11.39,25.41,0,4,0,1,13
32615.7,535375.9,16.08,25.71,1,1,0,0,13
32615.7,535375.9,7.43,29.78,2,1,0,0,13
32615.7,535375.9,11.01,27.41,0,1,0,0,13
32615.7,618156.9,16.08,25.71,1,1,0,1,13
32615.7,618156.9,7.43,29.78,2,1,0,1,13
32615.7,618156.9,11.01,27.41,0,1,0,1,13
33587.36,524135.2,15.5,25.11,1,0,0,0,13
33587.36,524135.2,6.68,29.44,2,0,0,0,13
33587.36,524135.2,10.35,26.79,0,0,0,0,13
33587.36,613020.6,15.5,25.11,1,0,0,1,13
33587.36,613020.6,6.68,29.44,2,0,0,1,13
33587.36,613020.6,10.35,26.79,0,0,0,1,13
35203.7,420612,15.79,23.95,1,2,0,0,13
35203.7,420612,6.77,28.42,2,2,0,0,13
35203.7,420612,10.55,25.88,0,2,0,0,13
35203.7,542881.2,15.79,23.95,1,2,0,1,13
35203.7,542881.2,6.77,28.42,2,2,0,1,13
35203.7,542881.2,10.55,25.88,0,2,0,1,13
36629.66,393051.9,16.41,23.15,1,3,0,0,13
36629.66,393051.9,6.76,28.06,2,3,0,0,13
36629.66,393051.9,10.81,25.52,0,3,0,0,13
36629.66,511947.3,16.41,23.15,1,3,0,1,13
36629.66,511947.3,6.76,28.06,2,3,0,1,13
36629.66,511947.3,10.81,25.52,0,3,0,1,13
38350.32,457492.7,16.95,23.16,1,4,0,0,13
38350.32,457492.7,7.34,27.9,2,4,0,0,13
38350.32,457492.7,11.39,25.41,0,4,0,0,13
38350.32,577381.4,16.95,23.16,1,4,0,1,13
38350.32,577381.4,7.34,27.9,2,4,0,1,13
38350.32,577381.4,11.39,25.41,0,4,0,1,13
2064490.95,381638.2,27.59,33.81,1,1,0,0,24
2064490.95,381638.2,12.76,32.48,2,1,0,0,24
2064490.95,381638.2,18.45,32.92,0,1,0,0,24
2064490.95,380729.1,27.59,33.81,1,1,0,1,24
2064490.95,380729.1,12.76,32.48,2,1,0,1,24
2064490.95,380729.1,18.45,32.92,0,1,0,1,24
2171631.6,400439.6,27.53,32.74,1,0,0,0,24
2171631.6,400439.6,12.44,31.65,2,0,0,0,24
2171631.6,400439.6,18.16,32.18,0,0,0,0,24
2171631.6,397649.5,27.53,32.74,1,0,0,1,24
2171631.6,397649.5,12.44,31.65,2,0,0,1,24
2171631.6,397649.5,18.16,32.18,0,0,0,1,24
2170274.51,395573.4,27.48,32.81,1,2,0,0,24
2170274.51,395573.4,12.35,31.69,2,2,0,0,24
2170274.51,395573.4,18.11,32.08,0,2,0,0,24
2170274.51,380976.1,27.48,32.81,1,2,0,1,24
2170274.51,380976.1,12.35,31.69,2,2,0,1,24
2170274.51,380976.1,18.11,32.08,0,2,0,1,24
2266350.46,387369,26.9,32.69,1,3,0,0,24
2266350.46,387369,12.03,30.83,2,3,0,0,24
2266350.46,387369,17.72,31.66,0,3,0,0,24
2266350.46,374303.6,26.9,32.69,1,3,0,1,24
2266350.46,374303.6,12.03,30.83,2,3,0,1,24
2266350.46,374303.6,17.72,31.66,0,3,0,1,24
2358275.47,420764.5,17.2,31.45,0,4,0,0,24
2358275.47,409774.7,17.2,31.45,0,4,0,1,24
17437.32,381638.2,27.59,33.81,1,1,0,0,24
17437.32,381638.2,12.76,32.48,2,1,0,0,24
17437.32,381638.2,18.45,32.92,0,1,0,0,24
17437.32,380729.1,27.59,33.81,1,1,0,1,24
17437.32,380729.1,12.76,32.48,2,1,0,1,24
17437.32,380729.1,18.45,32.92,0,1,0,1,24
18140.32,400439.6,27.53,32.74,1,0,0,0,24
18140.32,400439.6,12.44,31.65,2,0,0,0,24
18140.32,400439.6,18.16,32.18,0,0,0,0,24
18140.32,397649.5,27.53,32.74,1,0,0,1,24
18140.32,397649.5,12.44,31.65,2,0,0,1,24
18140.32,397649.5,18.16,32.18,0,0,0,1,24
17935.41,395573.4,27.48,32.81,1,2,0,0,24
17935.41,395573.4,12.35,31.69,2,2,0,0,24
17935.41,395573.4,18.11,32.08,0,2,0,0,24
17935.41,380976.1,27.48,32.81,1,2,0,1,24
17935.41,380976.1,12.35,31.69,2,2,0,1,24
17935.41,380976.1,18.11,32.08,0,2,0,1,24
18535.17,387369,26.9,32.69,1,3,0,0,24
18535.17,387369,12.03,30.83,2,3,0,0,24
18535.17,387369,17.72,31.66,0,3,0,0,24
18535.17,374303.6,26.9,32.69,1,3,0,1,24
18535.17,374303.6,12.03,30.83,2,3,0,1,24
18535.17,374303.6,17.72,31.66,0,3,0,1,24
19092.57,420764.5,17.2,31.45,0,4,0,0,24
19092.57,409774.7,17.2,31.45,0,4,0,1,24
827475.79,467335.8,61.14,12.24,1,1,0,0,11
827475.79,467335.8,19.15,19.33,2,1,0,0,11
827475.79,467335.8,38.55,16.05,0,1,0,0,11
827475.79,567358.8,61.14,12.24,1,1,0,1,11
827475.79,567358.8,19.15,19.33,2,1,0,1,11
827475.79,567358.8,38.55,16.05,0,1,0,1,11
830318.43,469337,60.64,12.67,1,0,0,0,11
830318.43,469337,19.4,19.96,2,0,0,0,11
830318.43,469337,38.31,16.62,0,0,0,0,11
830318.43,570064.7,60.64,12.67,1,0,0,1,11
830318.43,570064.7,19.4,19.96,2,0,0,1,11
830318.43,570064.7,38.31,16.62,0,0,0,1,11
847037.24,391507.4,60.73,13.36,1,2,0,0,11
847037.24,391507.4,19.5,19.82,2,2,0,0,11
847037.24,391507.4,38.52,16.84,0,2,0,0,11
847037.24,464109.2,60.73,13.36,1,2,0,1,11
847037.24,464109.2,19.5,19.82,2,2,0,1,11
847037.24,464109.2,38.52,16.84,0,2,0,1,11
867666,392793.6,59.78,13.24,1,3,0,0,11
867666,392793.6,18.7,19.88,2,3,0,0,11
867666,392793.6,37.7,16.81,0,3,0,0,11
867666,465452.4,59.78,13.24,1,3,0,1,11
867666,465452.4,18.7,19.88,2,3,0,1,11
867666,465452.4,37.7,16.81,0,3,0,1,11
904291.03,441054.9,58.7,13.22,1,4,0,0,11
904291.03,441054.9,18.91,19.77,2,4,0,0,11
904291.03,441054.9,37.37,16.73,0,4,0,0,11
904291.03,520958.5,58.7,13.22,1,4,0,1,11
904291.03,520958.5,18.91,19.77,2,4,0,1,11
904291.03,520958.5,37.37,16.73,0,4,0,1,11
49254.51,467335.8,61.14,12.24,1,1,0,0,11
49254.51,467335.8,19.15,19.33,2,1,0,0,11
49254.51,467335.8,38.55,16.05,0,1,0,0,11
49254.51,567358.8,61.14,12.24,1,1,0,1,11
49254.51,567358.8,19.15,19.33,2,1,0,1,11
49254.51,567358.8,38.55,16.05,0,1,0,1,11
49239.07,469337,60.64,12.67,1,0,0,0,11
49239.07,469337,19.4,19.96,2,0,0,0,11
49239.07,469337,38.31,16.62,0,0,0,0,11
49239.07,570064.7,60.64,12.67,1,0,0,1,11
49239.07,570064.7,19.4,19.96,2,0,0,1,11
49239.07,570064.7,38.31,16.62,0,0,0,1,11
50028.78,391507.4,60.73,13.36,1,2,0,0,11
50028.78,391507.4,19.5,19.82,2,2,0,0,11
50028.78,391507.4,38.52,16.84,0,2,0,0,11
50028.78,464109.2,60.73,13.36,1,2,0,1,11
50028.78,464109.2,19.5,19.82,2,2,0,1,11
50028.78,464109.2,38.52,16.84,0,2,0,1,11
50961.24,392793.6,59.78,13.24,1,3,0,0,11
50961.24,392793.6,18.7,19.88,2,3,0,0,11
50961.24,392793.6,37.7,16.81,0,3,0,0,11
50961.24,465452.4,59.78,13.24,1,3,0,1,11
50961.24,465452.4,18.7,19.88,2,3,0,1,11
50961.24,465452.4,37.7,16.81,0,3,0,1,11
52799.15,441054.9,58.7,13.22,1,4,0,0,11
52799.15,441054.9,18.91,19.77,2,4,0,0,11
52799.15,441054.9,37.37,16.73,0,4,0,0,11
52799.15,520958.5,58.7,13.22,1,4,0,1,11
52799.15,520958.5,18.91,19.77,2,4,0,1,11
