GDP Value,Cost,pte_value,se_value,Sex_Index,TIME_Index,GDPsubject,Impexp_Index,Country_Index
52799.15,520958.5,37.37,16.73,0,4,0,1,11
160890.97,38644.25,33.54,11.66,1,1,0,0,27
160890.97,38644.25,11,18.77,2,1,0,0,27
160890.97,38644.25,21.65,15.4,0,1,0,0,27
160890.97,39695.13,33.54,11.66,1,1,0,1,27
160890.97,39695.13,11,18.77,2,1,0,1,27
160890.97,39695.13,21.65,15.4,0,1,0,1,27
168135.58,40984.78,32.74,11.83,1,0,0,0,27
168135.58,40984.78,11.43,18.34,2,0,0,0,27
168135.58,40984.78,21.5,15.27,0,0,0,0,27
168135.58,41948.38,32.74,11.83,1,0,0,1,27
168135.58,41948.38,11.43,18.34,2,0,0,1,27
168135.58,41948.38,21.5,15.27,0,0,0,1,27
174016.17,35779.2,32.72,11.5,1,2,0,0,27
174016.17,35779.2,11.16,17.68,2,2,0,0,27
174016.17,35779.2,21.31,14.76,0,2,0,0,27
174016.17,34420.23,32.72,11.5,1,2,0,1,27
174016.17,34420.23,11.16,17.68,2,2,0,1,27
174016.17,34420.23,21.31,14.76,0,2,0,1,27
185217.64,35532.13,32.11,14.35,1,3,0,0,27
185217.64,35532.13,11.55,21.04,2,3,0,0,27
185217.64,35532.13,21.24,17.89,0,3,0,0,27
185217.64,33638.45,32.11,14.35,1,3,0,1,27
185217.64,33638.45,11.55,21.04,2,3,0,1,27
185217.64,33638.45,21.24,17.89,0,3,0,1,27
197072.52,39736.64,21.1,18.54,0,4,0,0,27
197072.52,38192.77,21.1,18.54,0,4,0,1,27
36074.21,38644.25,33.54,11.66,1,1,0,0,27
36074.21,38644.25,11,18.77,2,1,0,0,27
36074.21,38644.25,21.65,15.4,0,1,0,0,27
36074.21,39695.13,33.54,11.66,1,1,0,1,27
36074.21,39695.13,11,18.77,2,1,0,1,27
36074.21,39695.13,21.65,15.4,0,1,0,1,27
37083.28,40984.78,32.74,11.83,1,0,0,0,27
37083.28,40984.78,11.43,18.34,2,0,0,0,27
37083.28,40984.78,21.5,15.27,0,0,0,0,27
37083.28,41948.38,32.74,11.83,1,0,0,1,27
37083.28,41948.38,11.43,18.34,2,0,0,1,27
37083.28,41948.38,21.5,15.27,0,0,0,1,27
37641.4,35779.2,32.72,11.5,1,2,0,0,27
37641.4,35779.2,11.16,17.68,2,2,0,0,27
37641.4,35779.2,21.31,14.76,0,2,0,0,27
37641.4,34420.23,32.72,11.5,1,2,0,1,27
37641.4,34420.23,11.16,17.68,2,2,0,1,27
37641.4,34420.23,21.31,14.76,0,2,0,1,27
39241.03,35532.13,32.11,14.35,1,3,0,0,27
39241.03,35532.13,11.55,21.04,2,3,0,0,27
39241.03,35532.13,21.24,17.89,0,3,0,0,27
39241.03,33638.45,32.11,14.35,1,3,0,1,27
39241.03,33638.45,11.55,21.04,2,3,0,1,27
39241.03,33638.45,21.24,17.89,0,3,0,1,27
40886.42,39736.64,21.1,18.54,0,4,0,0,27
40886.42,38192.77,21.1,18.54,0,4,0,1,27
340619.81,91628.71,28.76,4.4,1,1,0,0,33
340619.81,91628.71,19.54,6.98,0,1,0,0,33
340619.81,155218.4,28.76,4.4,1,1,0,1,33
340619.81,155218.4,19.54,6.98,0,1,0,1,33
339136.65,90744.4,18.8,7.21,0,0,0,0,33
339136.65,143429.7,18.8,7.21,0,0,0,1,33
320353.16,76266.09,19.4,7.02,0,2,0,0,33
320353.16,103627.5,19.4,7.02,0,2,0,1,33
307833.65,73079.46,19.17,6.95,0,3,0,0,33
307833.65,88344.65,19.17,6.95,0,3,0,1,33
324403.92,94975.59,18.84,6.53,0,4,0,0,33
324403.92,103282.9,18.84,6.53,0,4,0,1,33
67051.14,91628.71,28.76,4.4,1,1,0,0,33
67051.14,91628.71,19.54,6.98,0,1,0,0,33
67051.14,155218.4,28.76,4.4,1,1,0,1,33
67051.14,155218.4,19.54,6.98,0,1,0,1,33
66018.42,90744.4,18.8,7.21,0,0,0,0,33
66018.42,143429.7,18.8,7.21,0,0,0,1,33
61713.19,76266.09,19.4,7.02,0,2,0,0,33
61713.19,103627.5,19.4,7.02,0,2,0,1,33
58791.76,73079.46,19.17,6.95,0,3,0,0,33
58791.76,88344.65,19.17,6.95,0,3,0,1,33
61475.07,94975.59,18.84,6.53,0,4,0,0,33
61475.07,103282.9,18.84,6.53,0,4,0,1,33
940325.26,198468.1,11.79,18.44,1,1,0,0,15
940325.26,198468.1,4.47,24.55,2,1,0,0,15
940325.26,198468.1,7.72,21.83,0,1,0,0,15
940325.26,198042.5,11.79,18.44,1,1,0,1,15
940325.26,198042.5,4.47,24.55,2,1,0,1,15
940325.26,198042.5,7.72,21.83,0,1,0,1,15
973192.27,214796.4,10.67,17.73,1,0,0,0,15
973192.27,214796.4,4.23,24.28,2,0,0,0,15
973192.27,214796.4,7.1,21.35,0,0,0,0,15
973192.27,210474,10.67,17.73,1,0,0,1,15
973192.27,210474,4.23,24.28,2,0,0,1,15
973192.27,210474,7.1,21.35,0,0,0,1,15
1010239.16,188558.9,9.57,17.63,1,2,0,0,15
1010239.16,188558.9,3.84,24.16,2,2,0,0,15
1010239.16,188558.9,6.41,21.23,0,2,0,0,15
1010239.16,191032.5,9.57,17.63,1,2,0,1,15
1010239.16,191032.5,3.84,24.16,2,2,0,1,15
1010239.16,191032.5,6.41,21.23,0,2,0,1,15
1039649.87,193033.3,9.05,16.84,1,3,0,0,15
1039649.87,193033.3,3.44,23.87,2,3,0,0,15
1039649.87,193033.3,5.95,20.72,0,3,0,0,15
1039649.87,196287.2,9.05,16.84,1,3,0,1,15
1039649.87,196287.2,3.44,23.87,2,3,0,1,15
1039649.87,196287.2,5.95,20.72,0,3,0,1,15
1102182.54,223004.2,9.46,16.1,1,4,0,0,15
1102182.54,223004.2,3.36,23.92,2,4,0,0,15
1102182.54,223004.2,6.09,20.41,0,4,0,0,15
1102182.54,223941.1,9.46,16.1,1,4,0,1,15
1102182.54,223941.1,3.36,23.92,2,4,0,1,15
1102182.54,223941.1,6.09,20.41,0,4,0,1,15
24422.76,198468.1,11.79,18.44,1,1,0,0,15
24422.76,198468.1,4.47,24.55,2,1,0,0,15
24422.76,198468.1,7.72,21.83,0,1,0,0,15
24422.76,198042.5,11.79,18.44,1,1,0,1,15
24422.76,198042.5,4.47,24.55,2,1,0,1,15
24422.76,198042.5,7.72,21.83,0,1,0,1,15
25288.23,214796.4,10.67,17.73,1,0,0,0,15
25288.23,214796.4,4.23,24.28,2,0,0,0,15
25288.23,214796.4,7.1,21.35,0,0,0,0,15
25288.23,210474,10.67,17.73,1,0,0,1,15
25288.23,210474,4.23,24.28,2,0,0,1,15
25288.23,210474,7.1,21.35,0,0,0,1,15
26270.68,188558.9,9.57,17.63,1,2,0,0,15
26270.68,188558.9,3.84,24.16,2,2,0,0,15
26270.68,188558.9,6.41,21.23,0,2,0,0,15
26270.68,191032.5,9.57,17.63,1,2,0,1,15
26270.68,191032.5,3.84,24.16,2,2,0,1,15
26270.68,191032.5,6.41,21.23,0,2,0,1,15
27055.19,193033.3,9.05,16.84,1,3,0,0,15
27055.19,193033.3,3.44,23.87,2,3,0,0,15
27055.19,193033.3,5.95,20.72,0,3,0,0,15
27055.19,196287.2,9.05,16.84,1,3,0,1,15
27055.19,196287.2,3.44,23.87,2,3,0,1,15
27055.19,196287.2,5.95,20.72,0,3,0,1,15
28686.24,223004.2,9.46,16.1,1,4,0,0,15
28686.24,223004.2,3.36,23.92,2,4,0,0,15
28686.24,223004.2,6.09,20.41,0,4,0,0,15
28686.24,223941.1,9.46,16.1,1,4,0,1,15
28686.24,223941.1,3.36,23.92,2,4,0,1,15
28686.24,223941.1,6.09,20.41,0,4,0,1,15
291753.19,72328.65,14.13,17.44,1,1,0,0,17
291753.19,72328.65,9.92,26.15,2,1,0,0,17
291753.19,72328.65,11.99,21.94,0,1,0,0,17
291753.19,61727.26,14.13,17.44,1,1,0,1,17
291753.19,61727.26,9.92,26.15,2,1,0,1,17
291753.19,61727.26,11.99,21.94,0,1,0,1,17
298995.49,75339.48,12.87,14.86,1,0,0,0,17
298995.49,75339.48,9.12,24.34,2,0,0,0,17
298995.49,75339.48,10.97,19.75,0,0,0,0,17
298995.49,62752.16,12.87,14.86,1,0,0,1,17
298995.49,62752.16,9.12,24.34,2,0,0,1,17
298995.49,62752.16,10.97,19.75,0,0,0,1,17
305898.81,64859.83,12.62,13.91,1,2,0,0,17
305898.81,64859.83,8.49,22.7,2,2,0,0,17
305898.81,64859.83,10.53,18.42,0,2,0,0,17
305898.81,54270.24,12.62,13.91,1,2,0,1,17
305898.81,54270.24,8.49,22.7,2,2,0,1,17
305898.81,54270.24,10.53,18.42,0,2,0,1,17
316563.99,64967.6,11.46,13.39,1,3,0,0,17
316563.99,64967.6,6.79,21.92,2,3,0,0,17
316563.99,64967.6,9.12,17.76,0,3,0,0,17
316563.99,54301.67,11.46,13.39,1,3,0,1,17
316563.99,54301.67,6.79,21.92,2,3,0,1,17
316563.99,54301.67,9.12,17.76,0,3,0,1,17
326030.08,74571.6,10.97,12.68,1,4,0,0,17
326030.08,74571.6,6.12,21.06,2,4,0,0,17
326030.08,74571.6,8.53,16.98,0,4,0,0,17
326030.08,60923.87,10.97,12.68,1,4,0,1,17
326030.08,60923.87,6.12,21.06,2,4,0,1,17
326030.08,60923.87,8.53,16.98,0,4,0,1,17
27899.48,72328.65,14.13,17.44,1,1,0,0,17
27899.48,72328.65,9.92,26.15,2,1,0,0,17
27899.48,72328.65,11.99,21.94,0,1,0,0,17
27899.48,61727.26,14.13,17.44,1,1,0,1,17
27899.48,61727.26,9.92,26.15,2,1,0,1,17
27899.48,61727.26,11.99,21.94,0,1,0,1,17
28746.53,75339.48,12.87,14.86,1,0,0,0,17
28746.53,75339.48,9.12,24.34,2,0,0,0,17
28746.53,75339.48,10.97,19.75,0,0,0,0,17
28746.53,62752.16,12.87,14.86,1,0,0,1,17
28746.53,62752.16,9.12,24.34,2,0,0,1,17
28746.53,62752.16,10.97,19.75,0,0,0,1,17
29532.33,64859.83,12.62,13.91,1,2,0,0,17
29532.33,64859.83,8.49,22.7,2,2,0,0,17
29532.33,64859.83,10.53,18.42,0,2,0,0,17
29532.33,54270.24,12.62,13.91,1,2,0,1,17
29532.33,54270.24,8.49,22.7,2,2,0,1,17
29532.33,54270.24,10.53,18.42,0,2,0,1,17
30658.47,64967.6,11.46,13.39,1,3,0,0,17
30658.47,64967.6,6.79,21.92,2,3,0,0,17
30658.47,64967.6,9.12,17.76,0,3,0,0,17
30658.47,54301.67,11.46,13.39,1,3,0,1,17
30658.47,54301.67,6.79,21.92,2,3,0,1,17
30658.47,54301.67,9.12,17.76,0,3,0,1,17
31652.48,74571.6,10.97,12.68,1,4,0,0,17
31652.48,74571.6,6.12,21.06,2,4,0,0,17
31652.48,74571.6,8.53,16.98,0,4,0,0,17
31652.48,60923.87,10.97,12.68,1,4,0,1,17
31652.48,60923.87,6.12,21.06,2,4,0,1,17
31652.48,60923.87,8.53,16.98,0,4,0,1,17
160121.67,70554.31,5.72,15.15,0,2,0,0,35
160121.67,71718.1,5.72,15.15,0,2,0,1,35
29529.98,70554.31,5.72,15.15,0,2,0,0,35
29529.98,71718.1,5.72,15.15,0,2,0,1,35
1519995.3,331291.3,23.43,13.06,1,1,0,0,12
1519995.3,331291.3,7.27,21.89,2,1,0,0,12
1519995.3,331291.3,14.73,17.86,0,1,0,0,12
1519995.3,312691.8,23.43,13.06,1,1,0,1,12
1519995.3,312691.8,7.27,21.89,2,1,0,1,12
1519995.3,312691.8,14.73,17.86,0,1,0,1,12
1566855.24,346993.1,23.57,12.96,1,0,0,0,12
1566855.24,346993.1,7.11,21.47,2,0,0,0,12
1566855.24,346993.1,14.71,17.59,0,0,0,0,12
1566855.24,317515.7,23.57,12.96,1,0,0,1,12
1566855.24,317515.7,7.11,21.47,2,0,0,1,12
1566855.24,317515.7,14.71,17.59,0,0,0,1,12
1617121.93,302088.3,23.08,12.81,1,2,0,0,12
1617121.93,302088.3,7.15,20.99,2,2,0,0,12
1617121.93,302088.3,14.47,17.28,0,2,0,0,12
1617121.93,277346,23.08,12.81,1,2,0,1,12
1617121.93,277346,7.15,20.99,2,2,0,1,12
1617121.93,277346,14.47,17.28,0,2,0,1,12
1687612.99,300044.8,22.33,12.72,1,3,0,0,12
1687612.99,300044.8,7.12,20.46,2,3,0,0,12
1687612.99,300044.8,14.13,16.94,0,3,0,0,12
1687612.99,280776.5,22.33,12.72,1,3,0,1,12
1687612.99,280776.5,7.12,20.46,2,3,0,1,12
1687612.99,280776.5,14.13,16.94,0,3,0,1,12
1769635.78,338211.7,22.06,12.17,1,4,0,0,12
1769635.78,338211.7,6.68,20.08,2,4,0,0,12
1769635.78,338211.7,13.77,16.48,0,4,0,0,12
1769635.78,313457.1,22.06,12.17,1,4,0,1,12
1769635.78,313457.1,6.68,20.08,2,4,0,1,12
1769635.78,313457.1,13.77,16.48,0,4,0,1,12
32622.66,331291.3,23.43,13.06,1,1,0,0,12
32622.66,331291.3,7.27,21.89,2,1,0,0,12
32622.66,331291.3,14.73,17.86,0,1,0,0,12
32622.66,312691.8,23.43,13.06,1,1,0,1,12
32622.66,312691.8,7.27,21.89,2,1,0,1,12
32622.66,312691.8,14.73,17.86,0,1,0,1,12
33728.36,346993.1,23.57,12.96,1,0,0,0,12
33728.36,346993.1,7.11,21.47,2,0,0,0,12
33728.36,346993.1,14.71,17.59,0,0,0,0,12
33728.36,317515.7,23.57,12.96,1,0,0,1,12
33728.36,317515.7,7.11,21.47,2,0,0,1,12
33728.36,317515.7,14.71,17.59,0,0,0,1,12
34844.14,302088.3,23.08,12.81,1,2,0,0,12
34844.14,302088.3,7.15,20.99,2,2,0,0,12
34844.14,302088.3,14.47,17.28,0,2,0,0,12
34844.14,277346,23.08,12.81,1,2,0,1,12
34844.14,277346,7.15,20.99,2,2,0,1,12
34844.14,277346,14.47,17.28,0,2,0,1,12
36331.53,300044.8,22.33,12.72,1,3,0,0,12
36331.53,300044.8,7.12,20.46,2,3,0,0,12
36331.53,300044.8,14.13,16.94,0,3,0,0,12
36331.53,280776.5,22.33,12.72,1,3,0,1,12
36331.53,280776.5,7.12,20.46,2,3,0,1,12
36331.53,280776.5,14.13,16.94,0,3,0,1,12
38016.59,338211.7,22.06,12.17,1,4,0,0,12
38016.59,338211.7,6.68,20.08,2,4,0,0,12
38016.59,338211.7,13.77,16.48,0,4,0,0,12
38016.59,313457.1,22.06,12.17,1,4,0,1,12
38016.59,313457.1,6.68,20.08,2,4,0,1,12
38016.59,313457.1,13.77,16.48,0,4,0,1,12
438479.77,160053.6,18.39,6.22,1,1,0,0,0
438479.77,160053.6,10.57,14.55,2,1,0,0,0
438479.77,160053.6,14.29,10.59,0,1,0,0,0
438479.77,178629.8,18.39,6.22,1,1,0,1,0
438479.77,178629.8,10.57,14.55,2,1,0,1,0
438479.77,178629.8,14.29,10.59,0,1,0,1,0
451103.59,161965.7,18.29,6.2,1,0,0,0,0
451103.59,161965.7,10.54,14.08,2,0,0,0,0
451103.59,161965.7,14.22,10.33,0,0,0,0,0
451103.59,179357.5,18.29,6.2,1,0,0,1,0
451103.59,179357.5,10.54,14.08,2,0,0,1,0
451103.59,179357.5,14.22,10.33,0,0,0,1,0
469295.54,138605.3,18,6.23,1,2,0,0,0
469295.54,138605.3,10.62,13.93,2,2,0,0,0
469295.54,138605.3,14.14,10.25,0,2,0,0,0
469295.54,152403.9,18,6.23,1,2,0,1,0
469295.54,152403.9,10.62,13.93,2,2,0,1,0
469295.54,152403.9,14.14,10.25,0,2,0,1,0
485284.05,140348.7,17.83,6.12,1,3,0,0,0
485284.05,140348.7,10.11,13.54,2,3,0,0,0
485284.05,140348.7,13.8,9.99,0,3,0,0,0
485284.05,152298.2,17.83,6.12,1,3,0,1,0
485284.05,152298.2,10.11,13.54,2,3,0,1,0
485284.05,152298.2,13.8,9.99,0,3,0,1,0
505482.93,152987.2,17.51,5.78,1,4,0,0,0
505482.93,152987.2,10.44,13.57,2,4,0,0,0
505482.93,152987.2,13.81,9.86,0,4,0,0,0
505482.93,165419.1,17.51,5.78,1,4,0,1,0
505482.93,165419.1,10.44,13.57,2,4,0,1,0
505482.93,165419.1,13.81,9.86,0,4,0,1,0
45673.07,160053.6,18.39,6.22,1,1,0,0,0
45673.07,160053.6,10.57,14.55,2,1,0,0,0
45673.07,160053.6,14.29,10.59,0,1,0,0,0
45673.07,178629.8,18.39,6.22,1,1,0,1,0
45673.07,178629.8,10.57,14.55,2,1,0,1,0
45673.07,178629.8,14.29,10.59,0,1,0,1,0
46524.23,161965.7,18.29,6.2,1,0,0,0,0
46524.23,161965.7,10.54,14.08,2,0,0,0,0
46524.23,161965.7,14.22,10.33,0,0,0,0,0
46524.23,179357.5,18.29,6.2,1,0,0,1,0
46524.23,179357.5,10.54,14.08,2,0,0,1,0
46524.23,179357.5,14.22,10.33,0,0,0,1,0
47891.21,138605.3,18,6.23,1,2,0,0,0
47891.21,138605.3,10.62,13.93,2,2,0,0,0
47891.21,138605.3,14.14,10.25,0,2,0,0,0
47891.21,152403.9,18,6.23,1,2,0,1,0
47891.21,152403.9,10.62,13.93,2,2,0,1,0
47891.21,152403.9,14.14,10.25,0,2,0,1,0
48853.28,140348.7,17.83,6.12,1,3,0,0,0
48853.28,140348.7,10.11,13.54,2,3,0,0,0
48853.28,140348.7,13.8,9.99,0,3,0,0,0
48853.28,152298.2,17.83,6.12,1,3,0,1,0
48853.28,152298.2,10.11,13.54,2,3,0,1,0
48853.28,152298.2,13.8,9.99,0,3,0,1,0
50178.98,152987.2,17.51,5.78,1,4,0,0,0
50178.98,152987.2,10.44,13.57,2,4,0,0,0
50178.98,152987.2,13.81,9.86,0,4,0,0,0
50178.98,165419.1,17.51,5.78,1,4,0,1,0
50178.98,165419.1,10.44,13.57,2,4,0,1,0
50178.98,165419.1,13.81,9.86,0,4,0,1,0
486238.75,319995.7,45.74,12.98,1,1,0,0,3
486238.75,319995.7,9.76,17.34,2,1,0,0,3
486238.75,319995.7,26.35,15.33,0,1,0,0,3
486238.75,373362.7,45.74,12.98,1,1,0,1,3
486238.75,373362.7,9.76,17.34,2,1,0,1,3
486238.75,373362.7,26.35,15.33,0,1,0,1,3
506895.04,274062.9,45.6,13.03,1,0,0,0,3
506895.04,274062.9,10.77,17.2,2,0,0,0,3
506895.04,274062.9,26.92,15.27,0,0,0,0,3
506895.04,329635.1,45.6,13.03,1,0,0,1,3
506895.04,329635.1,10.77,17.2,2,0,0,1,3
506895.04,329635.1,26.92,15.27,0,0,0,1,3
527160.45,249714.3,44.96,13.07,1,2,0,0,3
527160.45,249714.3,10.86,16.42,2,2,0,0,3
527160.45,249714.3,26.75,14.87,0,2,0,0,3
527160.45,303258,44.96,13.07,1,2,0,1,3
527160.45,303258,10.86,16.42,2,2,0,1,3
527160.45,303258,26.75,14.87,0,2,0,1,3
534902.66,266418.3,43.66,13,1,3,0,0,3
534902.66,266418.3,10.43,16.85,2,3,0,0,3
534902.66,266418.3,25.95,15.06,0,3,0,0,3
534902.66,315920.5,43.66,13,1,3,0,1,3
534902.66,315920.5,10.43,16.85,2,3,0,1,3
534902.66,315920.5,25.95,15.06,0,3,0,1,3
547854.06,264384.5,44.57,12.81,1,4,0,0,3
547854.06,264384.5,11.2,16.63,2,4,0,0,3
547854.06,264384.5,26.7,14.86,0,4,0,0,3
547854.06,313525.4,44.57,12.81,1,4,0,1,3
547854.06,313525.4,11.2,16.63,2,4,0,1,3
547854.06,313525.4,26.7,14.86,0,4,0,1,3
60108.54,319995.7,45.74,12.98,1,1,0,0,3
60108.54,319995.7,9.76,17.34,2,1,0,0,3
60108.54,319995.7,26.35,15.33,0,1,0,0,3
60108.54,373362.7,45.74,12.98,1,1,0,1,3
60108.54,373362.7,9.76,17.34,2,1,0,1,3
60108.54,373362.7,26.35,15.33,0,1,0,1,3
61902.16,274062.9,45.6,13.03,1,0,0,0,3
61902.16,274062.9,10.77,17.2,2,0,0,0,3
61902.16,274062.9,26.92,15.27,0,0,0,0,3
61902.16,329635.1,45.6,13.03,1,0,0,1,3
61902.16,329635.1,10.77,17.2,2,0,0,1,3
61902.16,329635.1,26.92,15.27,0,0,0,1,3
63648.3,249714.3,44.96,13.07,1,2,0,0,3
63648.3,249714.3,10.86,16.42,2,2,0,0,3
63648.3,249714.3,26.75,14.87,0,2,0,0,3
63648.3,303258,44.96,13.07,1,2,0,1,3
63648.3,303258,10.86,16.42,2,2,0,1,3
63648.3,303258,26.75,14.87,0,2,0,1,3
63888.71,266418.3,43.66,13,1,3,0,0,3
63888.71,266418.3,10.43,16.85,2,3,0,0,3
63888.71,266418.3,25.95,15.06,0,3,0,0,3
63888.71,315920.5,43.66,13,1,3,0,1,3
63888.71,315920.5,10.43,16.85,2,3,0,1,3
63888.71,315920.5,25.95,15.06,0,3,0,1,3
64834.8,264384.5,44.57,12.81,1,4,0,0,3
64834.8,264384.5,11.2,16.63,2,4,0,0,3
64834.8,264384.5,26.7,14.86,0,4,0,0,3
64834.8,313525.4,44.57,12.81,1,4,0,1,3
64834.8,313525.4,11.2,16.63,2,4,0,1,3
64834.8,313525.4,26.7,14.86,0,4,0,1,3
1690856.09,241706.3,24.54,43.42,1,1,0,0,9
1690856.09,241706.3,7.01,32.72,2,1,0,0,9
1690856.09,241706.3,12.26,35.93,0,1,0,0,9
1690856.09,161785.8,24.54,43.42,1,1,0,1,9
1690856.09,161785.8,7.01,32.72,2,1,0,1,9
1690856.09,161785.8,12.26,35.93,0,1,0,1,9
1851026,232518.8,20.64,39.77,1,0,0,0,9
1851026,232518.8,6.39,31.48,2,0,0,0,9
1851026,232518.8,10.61,33.94,0,0,0,0,9
1851026,168925.8,20.64,39.77,1,0,0,1,9
1851026,168925.8,6.39,31.48,2,0,0,1,9
1851026,168925.8,10.61,33.94,0,0,0,1,9
1944645.92,200086.5,19,38.19,1,2,0,0,9
1944645.92,200086.5,5.92,30.55,2,2,0,0,9
1944645.92,200086.5,9.88,32.86,0,2,0,0,9
1944645.92,151972.2,19,38.19,1,2,0,1,9
1944645.92,151972.2,5.92,30.55,2,2,0,1,9
1944645.92,151972.2,9.88,32.86,0,2,0,1,9
2007466.27,191019.8,17.77,36.54,1,3,0,0,9
2007466.27,191019.8,5.8,30.65,2,3,0,0,9
2007466.27,191019.8,9.45,32.45,0,3,0,0,9
2007466.27,150165.8,17.77,36.54,1,3,0,1,9
2007466.27,150165.8,5.8,30.65,2,3,0,1,9
2007466.27,150165.8,9.45,32.45,0,3,0,1,9
2140141.69,225111.9,17.87,36.56,1,4,0,0,9
2140141.69,225111.9,5.89,31.02,2,4,0,0,9
2140141.69,225111.9,9.6,32.73,0,4,0,0,9
2140141.69,166164.5,17.87,36.56,1,4,0,1,9
2140141.69,166164.5,5.89,31.02,2,4,0,1,9
2140141.69,166164.5,9.6,32.73,0,4,0,1,9
22314.4,241706.3,24.54,43.42,1,1,0,0,9
22314.4,241706.3,7.01,32.72,2,1,0,0,9
22314.4,241706.3,12.26,35.93,0,1,0,0,9
22314.4,161785.8,24.54,43.42,1,1,0,1,9
22314.4,161785.8,7.01,32.72,2,1,0,1,9
22314.4,161785.8,12.26,35.93,0,1,0,1,9
24158.81,232518.8,20.64,39.77,1,0,0,0,9
24158.81,232518.8,6.39,31.48,2,0,0,0,9
24158.81,232518.8,10.61,33.94,0,0,0,0,9
24158.81,168925.8,20.64,39.77,1,0,0,1,9
24158.81,168925.8,6.39,31.48,2,0,0,1,9
24158.81,168925.8,10.61,33.94,0,0,0,1,9
25111.78,200086.5,19,38.19,1,2,0,0,9
25111.78,200086.5,5.92,30.55,2,2,0,0,9
25111.78,200086.5,9.88,32.86,0,2,0,0,9
25111.78,151972.2,19,38.19,1,2,0,1,9
25111.78,151972.2,5.92,30.55,2,2,0,1,9
25111.78,151972.2,9.88,32.86,0,2,0,1,9
25655.47,191019.8,17.77,36.54,1,3,0,0,9
25655.47,191019.8,5.8,30.65,2,3,0,0,9
25655.47,191019.8,9.45,32.45,0,3,0,0,9
25655.47,150165.8,17.77,36.54,1,3,0,1,9
25655.47,150165.8,5.8,30.65,2,3,0,1,9
25655.47,150165.8,9.45,32.45,0,3,0,1,9
27077.72,225111.9,17.87,36.56,1,4,0,0,9
27077.72,225111.9,5.89,31.02,2,4,0,0,9
27077.72,225111.9,9.6,32.73,0,4,0,0,9
27077.72,166164.5,17.87,36.56,1,4,0,1,9
27077.72,166164.5,5.89,31.02,2,4,0,1,9
27077.72,166164.5,9.6,32.73,0,4,0,1,9
2533408.31,655541.8,38.72,9.8,1,1,0,0,14
2533408.31,655541.8,12.16,18.78,2,1,0,0,14
2533408.31,655541.8,24.64,14.58,0,1,0,0,14
2533408.31,469546,38.72,9.8,1,1,0,1,14
2533408.31,469546,12.16,18.78,2,1,0,1,14
2533408.31,469546,24.64,14.58,0,1,0,1,14
2640578.63,683588.4,38.05,10.48,1,0,0,0,14
2640578.63,683588.4,11.74,19.39,2,0,0,0,14
2640578.63,683588.4,24.1,15.22,0,0,0,0,14
2640578.63,482603.5,38.05,10.48,1,0,0,1,14
2640578.63,482603.5,11.74,19.39,2,0,0,1,14
2640578.63,482603.5,24.1,15.22,0,0,0,1,14
2718230.51,618127.4,37.67,10.4,1,2,0,0,14
2718230.51,618127.4,11.86,19,2,2,0,0,14
2718230.51,618127.4,23.97,14.98,0,2,0,0,14
2718230.51,438126.4,37.67,10.4,1,2,0,1,14
2718230.51,438126.4,11.86,19,2,2,0,1,14
2718230.51,438126.4,23.97,14.98,0,2,0,1,14
2806914.75,582662,37.5,10.86,1,3,0,0,14
2806914.75,582662,11.65,19.44,2,3,0,0,14
2806914.75,582662,23.81,15.43,0,3,0,0,14
2806914.75,403633,37.5,10.86,1,3,0,1,14
2806914.75,403633,11.65,19.44,2,3,0,1,14
2806914.75,403633,23.81,15.43,0,3,0,1,14
2860929.42,613367.1,36.95,11,1,4,0,0,14
2860929.42,613367.1,11.46,19.22,2,4,0,0,14
2860929.42,613367.1,23.5,15.36,0,4,0,0,14
2860929.42,436372.1,36.95,11,1,4,0,1,14
2860929.42,436372.1,11.46,19.22,2,4,0,1,14
2860929.42,436372.1,23.5,15.36,0,4,0,1,14
39519.05,655541.8,38.72,9.8,1,1,0,0,14
39519.05,655541.8,12.16,18.78,2,1,0,0,14
39519.05,655541.8,24.64,14.58,0,1,0,0,14
39519.05,469546,38.72,9.8,1,1,0,1,14
39519.05,469546,12.16,18.78,2,1,0,1,14
39519.05,469546,24.64,14.58,0,1,0,1,14
40877.73,683588.4,38.05,10.48,1,0,0,0,14
40877.73,683588.4,11.74,19.39,2,0,0,0,14
40877.73,683588.4,24.1,15.22,0,0,0,0,14
40877.73,482603.5,38.05,10.48,1,0,0,1,14
40877.73,482603.5,11.74,19.39,2,0,0,1,14
40877.73,482603.5,24.1,15.22,0,0,0,1,14
41748.28,618127.4,37.67,10.4,1,2,0,0,14
41748.28,618127.4,11.86,19,2,2,0,0,14
41748.28,618127.4,23.97,14.98,0,2,0,0,14
41748.28,438126.4,37.67,10.4,1,2,0,1,14
41748.28,438126.4,11.86,19,2,2,0,1,14
41748.28,438126.4,23.97,14.98,0,2,0,1,14
42757.05,582662,37.5,10.86,1,3,0,0,14
42757.05,582662,11.65,19.44,2,3,0,0,14
42757.05,582662,23.81,15.43,0,3,0,0,14
42757.05,403633,37.5,10.86,1,3,0,1,14
42757.05,403633,11.65,19.44,2,3,0,1,14
42757.05,403633,23.81,15.43,0,3,0,1,14
43313.95,613367.1,36.95,11,1,4,0,0,14
43313.95,613367.1,11.46,19.22,2,4,0,0,14
43313.95,613367.1,23.5,15.36,0,4,0,0,14
