LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Cost,Flag Codes
EA19,TRADEGOOD,EXP,MLN_USD,A,2014,2608211,
EA19,TRADEGOOD,EXP,MLN_USD,A,2015,2371954,
EA19,TRADEGOOD,EXP,MLN_USD,A,2016,2355525,
EA19,TRADEGOOD,EXP,MLN_USD,A,2017,2576007,
EA19,TRADEGOOD,IMP,MLN_USD,A,2013,2261268,
EA19,TRADEGOOD,IMP,MLN_USD,A,2014,2286909,
EA19,TRADEGOOD,IMP,MLN_USD,A,2015,1973504,
EA19,TRADEGOOD,IMP,MLN_USD,A,2016,1940499,
EA19,TRADEGOOD,IMP,MLN_USD,A,2017,2189302,
EST,TRADEGOOD,EXP,MLN_USD,A,2013,14560.25,
EST,TRADEGOOD,EXP,MLN_USD,A,2014,14592.37,
EST,TRADEGOOD,EXP,MLN_USD,A,2015,11933.42,
EST,TRADEGOOD,EXP,MLN_USD,A,2016,12349.92,
EST,TRADEGOOD,EXP,MLN_USD,A,2017,13407.4,
EST,TRADEGOOD,IMP,MLN_USD,A,2013,15788.05,
EST,TRADEGOOD,IMP,MLN_USD,A,2014,16039.91,
EST,TRADEGOOD,IMP,MLN_USD,A,2015,12881.56,
EST,TRADEGOOD,IMP,MLN_USD,A,2016,13223.54,
EST,TRADEGOOD,IMP,MLN_USD,A,2017,14387.89,
COL,TRADEGOOD,EXP,MLN_USD,A,2013,60282.3,
COL,TRADEGOOD,EXP,MLN_USD,A,2014,56898.75,
COL,TRADEGOOD,EXP,MLN_USD,A,2015,38572.11,
COL,TRADEGOOD,EXP,MLN_USD,A,2016,34090.74,
COL,TRADEGOOD,EXP,MLN_USD,A,2017,39596.55,
COL,TRADEGOOD,IMP,MLN_USD,A,2013,57103.07,
COL,TRADEGOOD,IMP,MLN_USD,A,2014,61539.34,
COL,TRADEGOOD,IMP,MLN_USD,A,2015,52050.75,
COL,TRADEGOOD,IMP,MLN_USD,A,2016,43238.95,
COL,TRADEGOOD,IMP,MLN_USD,A,2017,44247.18,
LVA,TRADEGOOD,EXP,MLN_USD,A,2013,13023.45,
LVA,TRADEGOOD,EXP,MLN_USD,A,2014,13589.05,
LVA,TRADEGOOD,EXP,MLN_USD,A,2015,11465.95,
LVA,TRADEGOOD,EXP,MLN_USD,A,2016,11490.89,
LVA,TRADEGOOD,EXP,MLN_USD,A,2017,12794.4,
LVA,TRADEGOOD,IMP,MLN_USD,A,2013,16503.01,
LVA,TRADEGOOD,IMP,MLN_USD,A,2014,16745.5,
LVA,TRADEGOOD,IMP,MLN_USD,A,2015,13908.68,
LVA,TRADEGOOD,IMP,MLN_USD,A,2016,13613.02,
LVA,TRADEGOOD,IMP,MLN_USD,A,2017,15727.52,
OECD,TRADEGOOD,EXP,MLN_USD,A,2013,10453580,
OECD,TRADEGOOD,EXP,MLN_USD,A,2014,10595200,
OECD,TRADEGOOD,EXP,MLN_USD,A,2015,9418872,
OECD,TRADEGOOD,EXP,MLN_USD,A,2016,9322107,
OECD,TRADEGOOD,EXP,MLN_USD,A,2017,10155210,
OECD,TRADEGOOD,IMP,MLN_USD,A,2013,10916140,
OECD,TRADEGOOD,IMP,MLN_USD,A,2014,11076900,
OECD,TRADEGOOD,IMP,MLN_USD,A,2015,9764135,
OECD,TRADEGOOD,IMP,MLN_USD,A,2016,9594668,
OECD,TRADEGOOD,IMP,MLN_USD,A,2017,10514060,
ARG,TRADEGOOD,EXP,MLN_USD,A,2013,75928.23,
ARG,TRADEGOOD,EXP,MLN_USD,A,2014,68440.44,
ARG,TRADEGOOD,EXP,MLN_USD,A,2015,56809.05,
ARG,TRADEGOOD,EXP,MLN_USD,A,2016,57930.2,
ARG,TRADEGOOD,EXP,MLN_USD,A,2017,58446.28,
ARG,TRADEGOOD,IMP,MLN_USD,A,2013,71292.99,
ARG,TRADEGOOD,IMP,MLN_USD,A,2014,62898.96,
ARG,TRADEGOOD,IMP,MLN_USD,A,2015,57594.23,
ARG,TRADEGOOD,IMP,MLN_USD,A,2016,53504.5,
ARG,TRADEGOOD,IMP,MLN_USD,A,2017,63993.28,
CRI,TRADEGOOD,EXP,MLN_USD,A,2013,8866.326,
CRI,TRADEGOOD,EXP,MLN_USD,A,2014,9455.567,
CRI,TRADEGOOD,EXP,MLN_USD,A,2015,9431.742,
CRI,TRADEGOOD,EXP,MLN_USD,A,2016,10100.26,
CRI,TRADEGOOD,EXP,MLN_USD,A,2017,10807.77,
CRI,TRADEGOOD,IMP,MLN_USD,A,2013,14425.14,
CRI,TRADEGOOD,IMP,MLN_USD,A,2014,14784.33,
CRI,TRADEGOOD,IMP,MLN_USD,A,2015,14059.49,
CRI,TRADEGOOD,IMP,MLN_USD,A,2016,14526.49,
CRI,TRADEGOOD,IMP,MLN_USD,A,2017,15150.34,
LTU,TRADEGOOD,EXP,MLN_USD,A,2013,31856.99,
LTU,TRADEGOOD,EXP,MLN_USD,A,2014,31535.92,
LTU,TRADEGOOD,EXP,MLN_USD,A,2015,24748.29,
LTU,TRADEGOOD,EXP,MLN_USD,A,2016,24242.35,
LTU,TRADEGOOD,EXP,MLN_USD,A,2017,29009.62,
LTU,TRADEGOOD,IMP,MLN_USD,A,2013,33076.95,
LTU,TRADEGOOD,IMP,MLN_USD,A,2014,32779.84,
LTU,TRADEGOOD,IMP,MLN_USD,A,2015,26952.39,
LTU,TRADEGOOD,IMP,MLN_USD,A,2016,26197.98,
LTU,TRADEGOOD,IMP,MLN_USD,A,2017,31454.41,
SAU,TRADEGOOD,EXP,MLN_USD,A,2013,375901.1,
SAU,TRADEGOOD,EXP,MLN_USD,A,2014,342456.9,
SAU,TRADEGOOD,EXP,MLN_USD,A,2015,203536.5,
SAU,TRADEGOOD,EXP,MLN_USD,A,2016,183607.5,
SAU,TRADEGOOD,EXP,MLN_USD,A,2017,221072.2,
SAU,TRADEGOOD,IMP,MLN_USD,A,2013,153343.6,
SAU,TRADEGOOD,IMP,MLN_USD,A,2014,158462,
SAU,TRADEGOOD,IMP,MLN_USD,A,2015,159271.1,
SAU,TRADEGOOD,IMP,MLN_USD,A,2016,127843.4,
SAU,TRADEGOOD,IMP,MLN_USD,A,2017,119328.1,
EU28,TRADEGOOD,EXP,MLN_USD,A,2013,2235009,
EU28,TRADEGOOD,EXP,MLN_USD,A,2014,2253855,
EU28,TRADEGOOD,EXP,MLN_USD,A,2015,2054994,
EU28,TRADEGOOD,EXP,MLN_USD,A,2016,2006761,
EU28,TRADEGOOD,EXP,MLN_USD,A,2017,2195760,
EU28,TRADEGOOD,IMP,MLN_USD,A,2013,2179404,
EU28,TRADEGOOD,IMP,MLN_USD,A,2014,2187738,
EU28,TRADEGOOD,IMP,MLN_USD,A,2015,1891770,
EU28,TRADEGOOD,IMP,MLN_USD,A,2016,1821831,
EU28,TRADEGOOD,IMP,MLN_USD,A,2017,2040908,
G-7,TRADEGOOD,EXP,MLN_USD,A,2013,5742739,
G-7,TRADEGOOD,EXP,MLN_USD,A,2014,5873906,
G-7,TRADEGOOD,EXP,MLN_USD,A,2015,5262692,
G-7,TRADEGOOD,EXP,MLN_USD,A,2016,5181209,
G-7,TRADEGOOD,EXP,MLN_USD,A,2017,5582464,
G-7,TRADEGOOD,IMP,MLN_USD,A,2013,6453460,
G-7,TRADEGOOD,IMP,MLN_USD,A,2014,6609853,
G-7,TRADEGOOD,IMP,MLN_USD,A,2015,5916100,
G-7,TRADEGOOD,IMP,MLN_USD,A,2016,5758178,
G-7,TRADEGOOD,IMP,MLN_USD,A,2017,6233540,
G-20,TRADEGOOD,EXP,MLN_USD,A,2013,10366160,
G-20,TRADEGOOD,EXP,MLN_USD,A,2014,10461170,
G-20,TRADEGOOD,EXP,MLN_USD,A,2015,9299700,
G-20,TRADEGOOD,EXP,MLN_USD,A,2016,8907941,
G-20,TRADEGOOD,EXP,MLN_USD,A,2017,9874120,
G-20,TRADEGOOD,IMP,MLN_USD,A,2013,10494770,
G-20,TRADEGOOD,IMP,MLN_USD,A,2014,10550190,
G-20,TRADEGOOD,IMP,MLN_USD,A,2015,9224670,
G-20,TRADEGOOD,IMP,MLN_USD,A,2016,8789349,
G-20,TRADEGOOD,IMP,MLN_USD,A,2017,9812673,
